lid_row	logical_identifier	function	atlantis_signal_name	lookup_key	proxi_row	proxi_values	related_leaf	anchor_kind	note	keyword_note
261	VC_DRIVEMODE_AUTO		Auto_Mode	Atlantis Signal Name=Auto_Mode	976	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r976（Parameter Group: Infotainment_Configuration_33；查詢鍵 Atlantis Signal Name=Auto_Mode）	
262	VC_DRIVEMODE_BAJA		Baja_Mode	Atlantis Signal Name=Baja_Mode	982	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r982（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Baja_Mode）	
263	VC_DRIVEMODE_CUSTOM		Custom_Mode	Atlantis Signal Name=Custom_Mode	979	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r979（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Custom_Mode）	
264	VC_DRIVEMODE_DRAG		Drag_Mode	Atlantis Signal Name=Drag_Mode	937	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r937（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Drag_Mode）	
265	VC_DRIVEMODE_MUDSAND		Mud_Sand_Mode	Atlantis Signal Name=Mud_Sand_Mode	981	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r981（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Mud_Sand_Mode）	
266	VC_DRIVEMODE_ROCK		Rock_Mode	Atlantis Signal Name=Rock_Mode	983	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r983（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Rock_Mode）	
267	VC_DRIVEMODE_SNOW		Snow_Mode	Atlantis Signal Name=Snow_Mode	980	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r980（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Snow_Mode）	
268	VC_DRIVEMODE_SPORT		Sport_Mode	Atlantis Signal Name=Sport_Mode	939	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r939（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Sport_Mode）	
269	VC_DRIVEMODE_TOW		Tow_Mode	Atlantis Signal Name=Tow_Mode	978	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r978（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Tow_Mode）	
270	VC_DRIVEMODE_TRACK		Track_Mode	Atlantis Signal Name=Track_Mode	938	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r938（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Track_Mode）	
271	VC_DRIVEMODE_WETSNOW		Wet_Snow_Mode	Atlantis Signal Name=Wet_Snow_Mode	977	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r977（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Wet_Snow_Mode）	
272	VC_DRL_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_DRL_CSO', 'VC_DRL_CSO']	
273	VC_DRVMD_Prsnt		Drive_Modes	Atlantis Signal Name=Drive_Modes	749	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r749（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Drive_Modes）	
274	VC_DSBL_CLK_DISP	Disable display of radio clock	Digital_Clock	Atlantis Signal Name=Digital_Clock	492	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r492（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Digital_Clock）	僅揭露，非錨：DISP,disp
275	VC_DST_Present							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_DST_Present', 'VC_DST_Present']	
276	VC_DualFuelSens							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_DualFuelSens', 'VC_DualFuelSens']	
277	VC_ECO_Indicator		ECO_Mode_Presence	Atlantis Signal Name=ECO_Mode_Presence	593	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r593（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=ECO_Mode_Presence）	
278	VC_EmodePrsnt	Emode feature present	Proxy.Advanced_Driver_Program_Kind_Button					none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['Proxy.Advanced_Driver_Program_Kind_Button', 'VC_EmodePrsnt', 'VC_EmodePrsnt']	
279	VC_EngPowerDrvMd_Prsnt		ESC_Drive_Mode_Presence	Atlantis Signal Name=ESC_Drive_Mode_Presence	930	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r930（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=ESC_Drive_Mode_Presence）	
280	VC_ENTRY_EXIT_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_ENTRY_EXIT_CSO', 'VC_ENTRY_EXIT_CSO']	
281	VC_EPB_SERV_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_EPB_SERV_CSO', 'VC_EPB_SERV_CSO']	
282	VC_EPS_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_EPS_CSO', 'VC_EPS_CSO']	
283	VC_ESAVE_CSO	See proxi file	eSave_Menu	Atlantis Signal Name=eSave_Menu	736	0 = Absent 1 = Without Target 2 = With Target		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r736（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=eSave_Menu）	
284	VC_ESCDrvMd_Prsnt		ESC_Drive_Mode_Presence	Atlantis Signal Name=ESC_Drive_Mode_Presence	930	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r930（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=ESC_Drive_Mode_Presence）	
285	VC_FCW	Forward collision warning present	Forward_Collision_Mitigation	Atlantis Signal Name=Forward_Collision_Mitigation	403	0 = Absent 1 = Full Speed FCW with Pedestrian/Cyclist Emergency Braking 2 = Full Speed FCW with Pedestrian Emergency Braking 3 = Full Speed Forward Collision Warning with Mitigation		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r403（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Forward_Collision_Mitigation）	
286	VC_FCW_BRK_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_FCW_BRK_CSO', 'VC_FCW_BRK_CSO']	
287	VC_FG_PRSNT							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_FG_PRSNT', 'VC_FG_PRSNT']	
288	VC_FLSH_LMP_LK_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_FLSH_LMP_LK_CSO', 'VC_FLSH_LMP_LK_CSO']	
289	VC_FUEL_SAV_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_FUEL_SAV_CSO', 'VC_FUEL_SAV_CSO']	
290	VC_FULL_SPARE							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_FULL_SPARE', 'VC_FULL_SPARE']	
291	VC_FullSpeedRange_FCW							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_FullSpeedRange_FCW', 'VC_FullSpeedRange_FCW']	
292	VC_HANDS_FREE_LFT_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_HANDS_FREE_LFT_CSO', 'VC_HANDS_FREE_LFT_CSO']	
293	VC_HANDS_FREE_SLDR_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_HANDS_FREE_SLDR_CSO', 'VC_HANDS_FREE_SLDR_CSO']	
294	VC_HdRstPrsnt		Headrest_Dump_Present	Atlantis Signal Name=Headrest_Dump_Present	780	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r780（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Headrest_Dump_Present）	
295	VC_HighOctane_PRSNT	High Octane Present						none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_HighOctane_PRSNT', 'VC_HighOctane_PRSNT']	
296	VC_HL_DRP_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_HL_DRP_CSO', 'VC_HL_DRP_CSO']	
297	VC_HL_OFF_DLY_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_HL_OFF_DLY_CSO', 'VC_HL_OFF_DLY_CSO']	
298	VC_HL_WPR_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_HL_WPR_CSO', 'VC_HL_WPR_CSO']	
299	VC_HOLD_N_GO_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_HOLD_N_GO_CSO', 'VC_HOLD_N_GO_CSO']	
300	VC_HRN_RMT_LWR_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_HRN_RMT_LWR_CSO', 'VC_HRN_RMT_LWR_CSO']	
301	VC_IntEC_MIRR	EC Mirror Present	EC_Mirror	Atlantis Signal Name=EC_Mirror	327	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r327（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=EC_Mirror）	
302	VC_KG_Prsnt							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_KG_Prsnt', 'VC_KG_Prsnt']	
303	VC_Launch_Control_PRSNT		Launch_Control	Atlantis Signal Name=Launch_Control	817	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r817（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Launch_Control）	
304	VC_Launch_Control_PRSNT		Launch_Control_PRSNT					none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['Launch_Control_PRSNT', 'VC_Launch_Control_PRSNT']	
305	VC_LDW							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_LDW', 'VC_LDW']	
306	VC_LDW_TRQ_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_LDW_TRQ_CSO', 'VC_LDW_TRQ_CSO']	
307	VC_LDW_WRN_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_LDW_WRN_CSO', 'VC_LDW_WRN_CSO']	
308	VC_LGHT_RMT_LWR_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_LGHT_RMT_LWR_CSO', 'VC_LGHT_RMT_LWR_CSO']	
309	VC_LgtLdPressFtTr	Light Load Inflation Pressure Front Tire	PROXI					none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['PROXI', 'VC_LgtLdPressFtTr', 'VC_LgtLdPressFtTr']	
310	VC_LgtLdPressRrTr	Light Load Inflation Pressure Rear Tire	PROXI					none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['PROXI', 'VC_LgtLdPressRrTr', 'VC_LgtLdPressRrTr']	
311	VC_LHD_RHD							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_LHD_RHD', 'VC_LHD_RHD']	
312	VC_Liftgate_Trunk							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_Liftgate_Trunk', 'VC_Liftgate_Trunk']	
313	VC_LineLock_PRSNT	Line Lock Present						none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_LineLock_PRSNT', 'VC_LineLock_PRSNT']	
314	VC_LUCI_PRSNT							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_LUCI_PRSNT', 'VC_LUCI_PRSNT']	
315	VC_MaseratiMd							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_MaseratiMd', 'VC_MaseratiMd']	
316	VC_MaxLdPressFtTr	Max Load Inflation Pressure Front Tire	PROXI					none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['PROXI', 'VC_MaxLdPressFtTr', 'VC_MaxLdPressFtTr']	
317	VC_MaxLdPressRrTr	Max Load Inflation Pressure Rear Tire	PROXI					none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['PROXI', 'VC_MaxLdPressRrTr', 'VC_MaxLdPressRrTr']	
318	VC_MemoryDRVMD_Prsnt		MemoryDRVMD_Prsnt					none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['MemoryDRVMD_Prsnt', 'VC_MemoryDRVMD_Prsnt']	
319	VC_MODEL_TYPE		MODEL_TYPE					none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['MODEL_TYPE', 'VC_MODEL_TYPE']	
320	VC_MODEL_YEAR		Car_Configuration_21.Model_Year					none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['Car_Configuration_21.Model_Year', 'Proxi_Model_Year', 'VC_MODEL_YEAR']	
321	VC_NAV_TRN_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_NAV_TRN_CSO', 'VC_NAV_TRN_CSO']	
322	VC_NonReg_TPIS							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_NonReg_TPIS', 'VC_NonReg_TPIS']	
323	VC_OffRoad							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_OffRoad', 'VC_OffRoad']	
324	VC_OFFroad_Camera	Off Road Camera Present						none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_OFFroad_Camera', 'VC_OFFroad_Camera']	僅揭露，非錨：Camera
325	VC_OffRoadPg	Off Road Pages Present	Off_Road_Pages	Atlantis Signal Name=Off_Road_Pages	567	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r567（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Off_Road_Pages）	
326	VC_PADS_Prsnt							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_PADS_Prsnt', 'VC_PADS_Prsnt']	
327	VC_PBTyp							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_PBTyp', 'VC_PBTyp']	
328	VC_PDDL_PRSNT							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_PDDL_PRSNT', 'VC_PDDL_PRSNT']	
329	VC_PdlsMdPrsnt		Paddle_Shifter_Menu	Atlantis Signal Name=Paddle_Shifter_Menu	863	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r863（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Paddle_Shifter_Menu）	
330	VC_PE_Prsnt							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_PE_Prsnt', 'VC_PE_Prsnt']	
331	VC_PerfShftInd_Prsnt		Performance_Shift_Indicator	Atlantis Signal Name=Performance_Shift_Indicator	918	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r918（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Performance_Shift_Indicator）	
332	VC_PLG_CHM_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_PLG_CHM_CSO', 'VC_PLG_CHM_CSO']	
333	VC_POWER_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_POWER_CSO', 'VC_POWER_CSO']	
334	VC_PP_Prsnt	Performance Pages Present (1=present)	Performance_Pages	Atlantis Signal Name=Performance_Pages	691	0 = Absent 1 = Present on VP 2 = Present on IPC 3 = Present on IPC and VP		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r691（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Performance_Pages）	
335	VC_Prem_TPM							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_Prem_TPM', 'VC_Prem_TPM']	
336	VC_PRESSURE_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_PRESSURE_CSO', 'VC_PRESSURE_CSO']	
337	VC_PRK_AST_BRK_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_PRK_AST_BRK_CSO', 'VC_PRK_AST_BRK_CSO']	
338	VC_PRK_AST_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_PRK_AST_CSO', 'VC_PRK_AST_CSO']	
339	VC_PRK_FT_VOL_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_PRK_FT_VOL_CSO', 'VC_PRK_FT_VOL_CSO']	
340	VC_PRK_RR_VOL_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_PRK_RR_VOL_CSO', 'VC_PRK_RR_VOL_CSO']	
341	VC_PTO_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_PTO_CSO', 'VC_PTO_CSO']	
342	VC_PTS_Config							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_PTS_Config', 'VC_PTS_Config']	
343	VC_PWR_FLD_MRR_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_PWR_FLD_MRR_CSO', 'VC_PWR_FLD_MRR_CSO']	
344	VC_PwrIvtrTyp							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_PwrIvtrTyp', 'VC_PwrIvtrTyp']	
345	VC_RAIN_WPR_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_RAIN_WPR_CSO', 'VC_RAIN_WPR_CSO']	
346	VC_RainSnsPrsnt							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_RainSnsPrsnt', 'VC_RainSnsPrsnt']	
347	VC_RCOPTNS_Prsnt		RCOPTNS_Prsnt					none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['RCOPTNS_Prsnt', 'VC_RCOPTNS_Prsnt']	
348	VC_REAR_CMRA_DLY_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_REAR_CMRA_DLY_CSO', 'VC_REAR_CMRA_DLY_CSO']	
349	VC_RedKey							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_RedKey', 'VC_RedKey']	
350	VC_RemStPrsnt	Remote start present	PROXI					none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['PROXI', 'VC_RemStPrsnt', 'VC_RemStPrsnt']	
351	VC_RemStPrsnt							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_RemStPrsnt', 'VC_RemStPrsnt']	
352	VC_RKE_MEM_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_RKE_MEM_CSO', 'VC_RKE_MEM_CSO']	
353	VC_RKE_PRSNT	RKE system present	PROXI					none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['PROXI', 'VC_RKE_PRSNT', 'VC_RKE_PRSNT']	
354	VC_RKE_UNLK_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_RKE_UNLK_CSO', 'VC_RKE_UNLK_CSO']	
355	VC_RR_DuallyPrsnt							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_RR_DuallyPrsnt', 'VC_RR_DuallyPrsnt']	
356	VC_RunFlatTirePrsnt							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_RunFlatTirePrsnt', 'VC_RunFlatTirePrsnt']	
357	VC_RVCM_Prsnt							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_RVCM_Prsnt', 'VC_RVCM_Prsnt']	僅揭露，非錨：RVC
358	VC_SBR_Prsnt							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_SBR_Prsnt', 'VC_SBR_Prsnt']	
359	VC_SCR_Prsnt							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_SCR_Prsnt', 'VC_SCR_Prsnt']	
360	VC_SecLkPrsnt							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_SecLkPrsnt', 'VC_SecLkPrsnt']	
361	VC_SecPrkPrsnt	Secure park feature present						none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_SecPrkPrsnt', 'VC_SecPrkPrsnt']	
362	VC_ShftInd_Prsnt		Gear_Shift_Indicator	Atlantis Signal Name=Gear_Shift_Indicator	333	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r333（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Gear_Shift_Indicator）	
363	VC_SKIM_PRSNT							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_SKIM_PRSNT', 'VC_SKIM_PRSNT']	
364	VC_SLD_DR_ALRT_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_SLD_DR_ALRT_CSO', 'VC_SLD_DR_ALRT_CSO']	
365	VC_SLD_DR_ALRT_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_SLD_DR_ALRT_CSO', 'VC_SLD_DR_ALRT_CSO']	
366	VC_SLD_DR_CHM_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_SLD_DR_CHM_CSO', 'VC_SLD_DR_CHM_CSO']	
367	VC_SLD_DR_CHM_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_SLD_DR_CHM_CSO', 'VC_SLD_DR_CHM_CSO']	
368	VC_SpdLmt_PRSNT							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_SpdLmt_PRSNT', 'VC_SpdLmt_PRSNT']	
369	VC_SpecialPKG	VC_SpecialPKG	Special_Package_VP	Atlantis Signal Name=Special_Package_VP	596	0 = No Package/None 141 = DT Base 142 = DT Limited 143 = DT Longhorn Brown 144 = DT Longhorn Black 145 = DT Rebel 146 = DT TRX 147 = DT Tungsten		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r596（Parameter Group: Infotainment_Configuration_14；查詢鍵 Atlantis Signal Name=Special_Package_VP）	
370	VC_SpecialPKG_IC	Special Package for Cluster	Not Applicable					none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['Not Applicable', 'VC_SpecialPKG_IC', 'VC_SpecialPKG_IC']	
371	VC_SPEED_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_SPEED_CSO', 'VC_SPEED_CSO']	
372	VC_SPORT_PRSNT							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_SPORT_PRSNT', 'VC_SPORT_PRSNT']	
373	VC_SRT_PRSNT	Vehicle is an SRT	SRT	Atlantis Signal Name=SRT	490	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r490（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=SRT）	
374	VC_Strng_Rt_0							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_Strng_Rt_0', 'VC_Strng_Rt_0']	
375	VC_Strng_Rt_Mns1							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_Strng_Rt_Mns1', 'VC_Strng_Rt_Mns1']	
376	VC_Strng_Rt_Mns2							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_Strng_Rt_Mns2', 'VC_Strng_Rt_Mns2']	
377	VC_Strng_Rt_pls1							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_Strng_Rt_pls1', 'VC_Strng_Rt_pls1']	
378	VC_Strng_Rt_pls2							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_Strng_Rt_pls2', 'VC_Strng_Rt_pls2']	
379	VC_Strng_Rt_pls3							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_Strng_Rt_pls3', 'VC_Strng_Rt_pls3']	
380	VC_Strng_Rt_pls4							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_Strng_Rt_pls4', 'VC_Strng_Rt_pls4']	
381	VC_Strng_Rt_pls5							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_Strng_Rt_pls5', 'VC_Strng_Rt_pls5']	
382	VC_SunShade_Present	Vehicle equipped w/SunShade (1=present)	PROXI					none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['PROXI', 'VC_SunShade_Present', 'VC_SunShade_Present']	
383	VC_SuspPrsnt							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_SuspPrsnt', 'VC_SuspPrsnt']	
384	VC_SVC_DELAY_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_SVC_DELAY_CSO', 'VC_SVC_DELAY_CSO']	
385	VC_SVC_DELAY_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_SVC_DELAY_CSO', 'VC_SVC_DELAY_CSO']	
386	VC_SVC_GRIDLINES_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_SVC_GRIDLINES_CSO', 'VC_SVC_GRIDLINES_CSO']	
