sheet	cell	tc_id	item	before	after
Test Case Specification 測試用例規範	U416	NR1L-ComfortHMI-252	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W416	NR1L-ComfortHMI-252	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X416	NR1L-ComfortHMI-252	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y416	NR1L-ComfortHMI-252	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	L417	NR1L-ComfortHMI-253	M7	"1. Select the Feet airflow mode on the climate screen
2. Read the main category control"	"1. Select the ""Feet"" airflow mode on the climate screen
2. Read the main category control"
Test Case Specification 測試用例規範	N417	NR1L-ComfortHMI-253	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T417	NR1L-ComfortHMI-253	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U417	NR1L-ComfortHMI-253	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W417	NR1L-ComfortHMI-253	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X417	NR1L-ComfortHMI-253	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y417	NR1L-ComfortHMI-253	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	I418	NR1L-ComfortHMI-254	R-C50	"ICE11.1) If the Mode hard control is pressed the user will be moved to the next mode available in the loop (Face > Face/Feet > Feet > Feet/Windshield > Windshield), the user will be shifted with each press, press and hold of the control will only move one mode over, it will not continue to move through modes.

(press the Mode hard control four times, reading the mode after each press -> The modes were Face/Feet, then Feet, then Feet/Windshield, then Windshield)"	"ICE11.1) If the Mode hard control is pressed the user will be moved to the next mode available in the loop (Face > Face/Feet > Feet > Feet/Windshield > Windshield), the user will be shifted with each press

(press the Mode hard control four times, reading the mode after each press -> The modes were Face/Feet, then Feet, then Feet/Windshield, then Windshield)"
Test Case Specification 測試用例規範	L418	NR1L-ComfortHMI-254	M7	"1. Select the Face airflow mode on the climate screen
2. Press the Mode hard control four times, reading the mode after each press"	"1. Select the ""Face"" airflow mode on the climate screen
2. Press the Mode hard control four times, reading the mode after each press"
Test Case Specification 測試用例規範	N418	NR1L-ComfortHMI-254	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T418	NR1L-ComfortHMI-254	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U418	NR1L-ComfortHMI-254	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W418	NR1L-ComfortHMI-254	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X418	NR1L-ComfortHMI-254	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y418	NR1L-ComfortHMI-254	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	I419	NR1L-ComfortHMI-255	R-C50+R-C50(amend)	"ICE11.1) If the Mode hard control is pressed the user will be moved to the next mode available in the loop (Face > Face/Feet > Feet > Feet/Windshield > Windshield), the user will be shifted with each press, press and hold of the control will only move one mode over, it will not continue to move through modes.

(press and hold the Mode hard control and read the airflow mode -> The Face/Feet airflow mode is active and the mode does not move further while the control is held)"	"The user will be shifted with each press, press and hold of the control will only move one mode over, it will not continue to move through modes.

(press and hold the Mode hard control and read the airflow mode -> The Face/Feet airflow mode is active and the mode does not move further while the control is held)"
Test Case Specification 測試用例規範	L419	NR1L-ComfortHMI-255	M7	"1. Select the Face airflow mode on the climate screen
2. Press and hold the Mode hard control and read the airflow mode"	"1. Select the ""Face"" airflow mode on the climate screen
2. Press and hold the Mode hard control and read the airflow mode"
Test Case Specification 測試用例規範	N419	NR1L-ComfortHMI-255	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T419	NR1L-ComfortHMI-255	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U419	NR1L-ComfortHMI-255	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W419	NR1L-ComfortHMI-255	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X419	NR1L-ComfortHMI-255	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y419	NR1L-ComfortHMI-255	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	I420	NR1L-ComfortHMI-256	R-C50	"When the Mode hard control is pressed, if the user is on Climate main the new mode button will be shown highlighted. if the user is not on Climate main when pressing the Mode hard control a small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.

(press the Mode hard control and read the airflow mode -> The airflow mode has moved to the next mode in the loop)"	"When the Mode hard control is pressed, if the user is on Climate main the new mode button will be shown highlighted.

(press the Mode hard control and read the airflow mode -> The airflow mode has moved to the next mode in the loop)"
Test Case Specification 測試用例規範	N420	NR1L-ComfortHMI-256	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T420	NR1L-ComfortHMI-256	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U420	NR1L-ComfortHMI-256	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W420	NR1L-ComfortHMI-256	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X420	NR1L-ComfortHMI-256	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y420	NR1L-ComfortHMI-256	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	I421	NR1L-ComfortHMI-257	R-C50	"When the Mode hard control is pressed, if the user is on Climate main the new mode button will be shown highlighted. if the user is not on Climate main when pressing the Mode hard control a small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.

(press the Mode hard control and read the mode buttons -> The new mode button is highlighted)"	"When the Mode hard control is pressed, if the user is on Climate main the new mode button will be shown highlighted.

(press the Mode hard control and read the mode buttons -> The new mode button is highlighted)"
Test Case Specification 測試用例規範	N421	NR1L-ComfortHMI-257	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T421	NR1L-ComfortHMI-257	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U421	NR1L-ComfortHMI-257	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W421	NR1L-ComfortHMI-257	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X421	NR1L-ComfortHMI-257	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y421	NR1L-ComfortHMI-257	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	I422	NR1L-ComfortHMI-258	R-C50+R-C50(amend)	"When the Mode hard control is pressed, if the user is on Climate main the new mode button will be shown highlighted. if the user is not on Climate main when pressing the Mode hard control a small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.

(press the Mode hard control and read the airflow mode -> The airflow mode has moved to the next mode in the loop)"	"If the user is not on Climate main when pressing the Mode hard control a small pop -up will appear above the Climate main category control

(press the Mode hard control and read the airflow mode -> The airflow mode has moved to the next mode in the loop)"
Test Case Specification 測試用例規範	N422	NR1L-ComfortHMI-258	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T422	NR1L-ComfortHMI-258	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U422	NR1L-ComfortHMI-258	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W422	NR1L-ComfortHMI-258	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X422	NR1L-ComfortHMI-258	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y422	NR1L-ComfortHMI-258	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	I423	NR1L-ComfortHMI-259	R-C50+R-C50(amend)	"When the Mode hard control is pressed, if the user is on Climate main the new mode button will be shown highlighted. if the user is not on Climate main when pressing the Mode hard control a small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.

(press the Mode hard control and read the area above the Climate main category control -> A small pop-up is shown above the Climate main category control)"	"If the user is not on Climate main when pressing the Mode hard control a small pop -up will appear above the Climate main category control

(press the Mode hard control and read the area above the Climate main category control -> A small pop-up is shown above the Climate main category control)"
Test Case Specification 測試用例規範	N423	NR1L-ComfortHMI-259	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T423	NR1L-ComfortHMI-259	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U423	NR1L-ComfortHMI-259	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W423	NR1L-ComfortHMI-259	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X423	NR1L-ComfortHMI-259	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y423	NR1L-ComfortHMI-259	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	I424	NR1L-ComfortHMI-260	R-C50+R-C50(amend)	"When the Mode hard control is pressed, if the user is on Climate main the new mode button will be shown highlighted. if the user is not on Climate main when pressing the Mode hard control a small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.

(wait 3 seconds without further interaction -> The pop-up is no longer shown)"	"A small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed)

(wait 3 seconds without further interaction -> The pop-up is no longer shown)"
Test Case Specification 測試用例規範	N424	NR1L-ComfortHMI-260	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T424	NR1L-ComfortHMI-260	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U424	NR1L-ComfortHMI-260	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W424	NR1L-ComfortHMI-260	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X424	NR1L-ComfortHMI-260	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y424	NR1L-ComfortHMI-260	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	I425	NR1L-ComfortHMI-426	R-C50+R-C50(amend)	"When the Mode hard control is pressed, if the user is on Climate main the new mode button will be shown highlighted. if the user is not on Climate main when pressing the Mode hard control a small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.

(press the fan speed hard control and read the screen -> The pop-up is no longer shown)"	"A small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed)

(press the fan speed hard control and read the screen -> The pop-up is no longer shown)"
Test Case Specification 測試用例規範	N425	NR1L-ComfortHMI-426	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T425	NR1L-ComfortHMI-426	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U425	NR1L-ComfortHMI-426	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W425	NR1L-ComfortHMI-426	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X425	NR1L-ComfortHMI-426	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y425	NR1L-ComfortHMI-426	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	I426	NR1L-ComfortHMI-261	R-C50+R-C50(amend)	"When the Mode hard control is pressed, if the user is on Climate main the new mode button will be shown highlighted. if the user is not on Climate main when pressing the Mode hard control a small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.

(press the Mode hard control and read the displayed screen -> The displayed screen is the one opened in step 1)"	"A small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.

(press the Mode hard control and read the displayed screen -> The displayed screen is the one opened in step 1)"
Test Case Specification 測試用例規範	N426	NR1L-ComfortHMI-261	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T426	NR1L-ComfortHMI-261	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U426	NR1L-ComfortHMI-261	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W426	NR1L-ComfortHMI-261	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X426	NR1L-ComfortHMI-261	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y426	NR1L-ComfortHMI-261	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	L427	NR1L-ComfortHMI-262	M9-Note	"1. Note the main category label on the climate screen
2. Press the Mode hard control and read the main category label"	"1. Read the main category label on the climate screen and record it
2. Press the Mode hard control and read the main category label"
Test Case Specification 測試用例規範	N427	NR1L-ComfortHMI-262	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T427	NR1L-ComfortHMI-262	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U427	NR1L-ComfortHMI-262	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W427	NR1L-ComfortHMI-262	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X427	NR1L-ComfortHMI-262	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y427	NR1L-ComfortHMI-262	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N428	NR1L-ComfortHMI-263	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T428	NR1L-ComfortHMI-263	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U428	NR1L-ComfortHMI-263	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W428	NR1L-ComfortHMI-263	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X428	NR1L-ComfortHMI-263	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y428	NR1L-ComfortHMI-263	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N429	NR1L-ComfortHMI-225	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.13、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.13
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T429	NR1L-ComfortHMI-225	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U429	NR1L-ComfortHMI-225	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W429	NR1L-ComfortHMI-225	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X429	NR1L-ComfortHMI-225	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y429	NR1L-ComfortHMI-225	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N430	NR1L-ComfortHMI-226	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.13、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.13
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T430	NR1L-ComfortHMI-226	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U430	NR1L-ComfortHMI-226	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W430	NR1L-ComfortHMI-226	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X430	NR1L-ComfortHMI-226	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y430	NR1L-ComfortHMI-226	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N431	NR1L-ComfortHMI-227	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.13、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.13
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T431	NR1L-ComfortHMI-227	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U431	NR1L-ComfortHMI-227	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W431	NR1L-ComfortHMI-227	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X431	NR1L-ComfortHMI-227	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y431	NR1L-ComfortHMI-227	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N432	NR1L-ComfortHMI-228	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.13、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.13
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T432	NR1L-ComfortHMI-228	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U432	NR1L-ComfortHMI-228	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W432	NR1L-ComfortHMI-228	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X432	NR1L-ComfortHMI-228	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y432	NR1L-ComfortHMI-228	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	L433	NR1L-ComfortHMI-229	M7	"1. Set RECIRC to open on the climate screen
2. Press ""MAX A/C"" and read the ""RECIRC"" state and its LED"	"1. Set ""RECIRC"" to open on the climate screen
2. Press ""MAX A/C"" and read the ""RECIRC"" state and its LED"
Test Case Specification 測試用例規範	N433	NR1L-ComfortHMI-229	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.13、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.13
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T433	NR1L-ComfortHMI-229	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U433	NR1L-ComfortHMI-229	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W433	NR1L-ComfortHMI-229	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X433	NR1L-ComfortHMI-229	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y433	NR1L-ComfortHMI-229	R-C48(amend2)/R-C62 車型欄	1	0
