# vm_unmapped.tsv —— CMF-04 §2（**只出 plan，未填入任何工作簿**：§3 四個停點全數命中，見上繳包 §0）。
# PROXI 值取 docs/reports/proxi_axis_values.tsv 之 `Dec`（含 label）—— R-C62 之裁定；
#   `Dec` 與 `PROXI Read` 不一致者，另一值以 [PROXI Read=n] 併列於同格。
# V=Promaster、Y=Toro、Z=Fastback（工作簿欄名）。
# R-C62-4：PC 載有軸，但該軸無 PROXI 參數對應 —— 三台維持 1，待 Pei。
tc_id	req_id	pc_line_verbatim	reason
NR1L-ComfortHMI-417	SWE1-HVAC-112-04	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-418	SWE1-HVAC-112-04	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-419	SWE1-HVAC-112-04	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-420	SWE1-HVAC-112-05	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-421	SWE1-HVAC-113-09	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-422	SWE1-HVAC-113-09	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-423	SWE1-HVAC-113-09	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-424	SWE1-HVAC-115-05	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-425	SWE1-HVAC-115-05	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-426	SWE1-HVAC-118-07	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-427	SWE1-HVAC-119-08	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-428	SWE1-HVAC-119-08	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-429	SWE1-HVAC-119-08	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-430	SWE1-HVAC-015-04	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-431	SWE1-HVAC-015-05	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-432	SWE1-HVAC-116-03	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-433	SWE1-HVAC-116-04	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-434	SWE1-HVAC-083	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-439	SWE1-HVAC-006-04	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-440	SWE1-HVAC-016-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-441	SWE1-HVAC-016-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-442	SWE1-HVAC-016-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-443	SWE1-HVAC-016-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-444	SWE1-HVAC-016-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-445	SWE1-HVAC-016-03	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-446	SWE1-HVAC-018-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-447	SWE1-HVAC-018-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-448	SWE1-HVAC-018-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-449	SWE1-HVAC-018-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-450	SWE1-HVAC-018-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-451	SWE1-HVAC-018-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-452	SWE1-HVAC-018-03	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-453	SWE1-HVAC-018-04	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-454	SWE1-HVAC-018-04	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-455	SWE1-HVAC-018-04	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-456	SWE1-HVAC-018-05	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-457	SWE1-HVAC-018-06	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-458	SWE1-HVAC-019-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-459	SWE1-HVAC-039	On some vehicles (See CFTS043 for details), there are additional Rear Climate controls and shortcuts	ch9 變體之決定者未知（DR #41）；非 `Rear_Climate`
NR1L-ComfortHMI-459	SWE1-HVAC-039	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-461	SWE1-HVAC-099	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-462	SWE1-HVAC-122-02	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-463	SWE1-HVAC-129-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-464	SWE1-HVAC-129-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-465	SWE1-HVAC-129-03	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-466	SWE1-HVAC-019-03	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-467	SWE1-HVAC-003-07	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-468	SWE1-HVAC-003-07	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-469	SWE1-HVAC-009-04	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-470	SWE1-HVAC-010-03	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-471	SWE1-HVAC-015-04	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-472	SWE1-HVAC-018-05	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-474	SWE1-HVAC-111-04	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-475	SWE1-HVAC-003-06	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-476	SWE1-HVAC-005-04	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
