tc_id	req_id	nav_steps	destination	entry_fixed_today	enter_comfort_reaches	missing_hop	hop_label_in_comfort_spec	hop_label_evidence	er_shift_if_rewritten
NR1L-ComfortHMI-348	SWE1-HVAC-069-01		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-349	SWE1-HVAC-069-02		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-350	SWE1-HVAC-070		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-351	SWE1-HVAC-071-01		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-352	SWE1-HVAC-071-02		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-353	SWE1-HVAC-073-01		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-354	SWE1-HVAC-073-02		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-355	SWE1-HVAC-074-01	(入口只宣告於 PC)	Comfort category	no	yes（2 hops 到 Comfort app）	Comfort app -> Climate main	none	2.12.2／16.12.1 寫 `Climate main category control`，為描述語非按鍵標籤；10.8 之 `The Comfort main Menu Bar icon` 亦無 label	yes
NR1L-ComfortHMI-356	SWE1-HVAC-074-02		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-357	SWE1-HVAC-074-03		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-358	SWE1-HVAC-075-01	(入口只宣告於 PC)	Comfort category	no	yes（2 hops 到 Comfort app）	Comfort app -> Climate main	none	2.12.2／16.12.1 寫 `Climate main category control`，為描述語非按鍵標籤；10.8 之 `The Comfort main Menu Bar icon` 亦無 label	yes
NR1L-ComfortHMI-359	SWE1-HVAC-075-02		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-360	SWE1-HVAC-075-03		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-361	SWE1-HVAC-125-08	(入口只宣告於 PC)	Home widget	no	no（不經 Comfort app）	Home Screen -> Comfort widget（不經 ENTER_COMFORT）	verbatim	17.1／18.1「The Comfort widget will have two screens: Comfort and Seats」—— 兩個 widget 畫面名為逐字；widget 之放置與開啟不在本 spec	yes
NR1L-ComfortHMI-362	SWE1-HVAC-126-02	Open the second screen of the 50% Comfort widget	Home widget	no	no（不經 Comfort app）	Home Screen -> Comfort widget（不經 ENTER_COMFORT）	verbatim	17.1／18.1「The Comfort widget will have two screens: Comfort and Seats」—— 兩個 widget 畫面名為逐字；widget 之放置與開啟不在本 spec	yes
NR1L-ComfortHMI-363	SWE1-HVAC-004-01	Open the climate screen	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-364	SWE1-HVAC-004-02		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-365	SWE1-HVAC-007-01		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-366	SWE1-HVAC-007-02	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-367	SWE1-HVAC-040-01	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-368	SWE1-HVAC-040-02	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-369	SWE1-HVAC-041	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-370	SWE1-HVAC-042-01	Open the driver side climate dropdown menu	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-371	SWE1-HVAC-042-02	Open the Rear Climate tab	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-372	SWE1-HVAC-042-03	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-373	SWE1-HVAC-043	Open the driver side climate dropdown menu	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-374	SWE1-HVAC-096-01		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-375	SWE1-HVAC-096-02		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-376	SWE1-HVAC-096-03		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-377	SWE1-HVAC-098		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-378	SWE1-HVAC-127-01	(入口只宣告於 PC)	Home widget	no	no（不經 Comfort app）	Home Screen -> Comfort widget（不經 ENTER_COMFORT）	verbatim	17.1／18.1「The Comfort widget will have two screens: Comfort and Seats」—— 兩個 widget 畫面名為逐字；widget 之放置與開啟不在本 spec	yes
NR1L-ComfortHMI-379	SWE1-HVAC-127-02	(入口只宣告於 PC)	Home widget	no	no（不經 Comfort app）	Home Screen -> Comfort widget（不經 ENTER_COMFORT）	verbatim	17.1／18.1「The Comfort widget will have two screens: Comfort and Seats」—— 兩個 widget 畫面名為逐字；widget 之放置與開啟不在本 spec	yes
NR1L-ComfortHMI-380	SWE1-HVAC-128-01	Open the Comfort widget on the home screen	Home widget	no	no（不經 Comfort app）	Home Screen -> Comfort widget（不經 ENTER_COMFORT）	verbatim	17.1／18.1「The Comfort widget will have two screens: Comfort and Seats」—— 兩個 widget 畫面名為逐字；widget 之放置與開啟不在本 spec	yes
NR1L-ComfortHMI-381	SWE1-HVAC-128-02	(入口只宣告於 PC)	Home widget	no	no（不經 Comfort app）	Home Screen -> Comfort widget（不經 ENTER_COMFORT）	verbatim	17.1／18.1「The Comfort widget will have two screens: Comfort and Seats」—— 兩個 widget 畫面名為逐字；widget 之放置與開啟不在本 spec	yes
NR1L-ComfortHMI-382	SWE1-HVAC-058	Open the Auto Comfort Settings for the heated and vented seats	無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-383	SWE1-HVAC-072		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-384	SWE1-HVAC-105-01		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-385	SWE1-HVAC-105-02		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-386	SWE1-HVAC-003-06	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-387	SWE1-HVAC-003-06	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-388	SWE1-HVAC-007-01		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-389	SWE1-HVAC-008-02	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-390	SWE1-HVAC-009-03	Open the climate screen	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-391	SWE1-HVAC-009-05	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-392	SWE1-HVAC-009-06	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-393	SWE1-HVAC-010-03	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-394	SWE1-HVAC-010-03	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-395	SWE1-HVAC-010-04	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-396	SWE1-HVAC-012-05	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-397	SWE1-HVAC-023-01	Open the Tri-Mode Climate screen	Tri-Mode Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> Tri-Mode Climate screen	none	3.x 無按鍵標籤	yes
NR1L-ComfortHMI-398	SWE1-HVAC-023-01	Open the Tri-Mode Climate screen	Tri-Mode Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> Tri-Mode Climate screen	none	3.x 無按鍵標籤	yes
NR1L-ComfortHMI-399	SWE1-HVAC-023-03		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-400	SWE1-HVAC-031-01	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-401	SWE1-HVAC-032-01	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-402	SWE1-HVAC-032-01	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-403	SWE1-HVAC-032-04	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-404	SWE1-HVAC-033-01	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-405	SWE1-HVAC-036-01	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-406	SWE1-HVAC-036-01	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-407	SWE1-HVAC-036-05	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-408	SWE1-HVAC-040-01	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-409	SWE1-HVAC-040-01	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-410	SWE1-HVAC-103-02		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-411	SWE1-HVAC-107-06	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-412	SWE1-HVAC-107-07	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-413	SWE1-HVAC-110-01	Open the climate screen	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-414	SWE1-HVAC-111-03	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-415	SWE1-HVAC-111-03	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-416	SWE1-HVAC-111-05		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-417	SWE1-HVAC-112-04	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-418	SWE1-HVAC-112-04	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-419	SWE1-HVAC-112-04	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-420	SWE1-HVAC-112-05	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-421	SWE1-HVAC-113-09		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-422	SWE1-HVAC-113-09		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-423	SWE1-HVAC-113-09	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-424	SWE1-HVAC-115-05	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-425	SWE1-HVAC-115-05	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-426	SWE1-HVAC-118-07	(入口只宣告於 PC)	Comfort category	no	yes（2 hops 到 Comfort app）	Comfort app -> Climate main	none	2.12.2／16.12.1 寫 `Climate main category control`，為描述語非按鍵標籤；10.8 之 `The Comfort main Menu Bar icon` 亦無 label	yes
NR1L-ComfortHMI-427	SWE1-HVAC-119-08	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-428	SWE1-HVAC-119-08	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-429	SWE1-HVAC-119-08	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-430	SWE1-HVAC-015-04	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-431	SWE1-HVAC-015-05	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-432	SWE1-HVAC-116-03	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-433	SWE1-HVAC-116-04	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-434	SWE1-HVAC-083	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-435	SWE1-HVAC-001-01	Open the comfort category	無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-436	SWE1-HVAC-001-01	Open the comfort category	無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-437	SWE1-HVAC-001-01	Open the comfort category	無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-438	SWE1-HVAC-001-02	Open the comfort category	無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-439	SWE1-HVAC-006-04	Open the climate screen	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-440	SWE1-HVAC-016-01	Open the climate screen	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-441	SWE1-HVAC-016-01	Open the climate screen	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-442	SWE1-HVAC-016-01	Open the climate screen	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-443	SWE1-HVAC-016-01	Open the climate screen	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-444	SWE1-HVAC-016-02	(入口只宣告於 PC)	Comfort category	no	yes（2 hops 到 Comfort app）	Comfort app -> Climate main	none	2.12.2／16.12.1 寫 `Climate main category control`，為描述語非按鍵標籤；10.8 之 `The Comfort main Menu Bar icon` 亦無 label	yes
NR1L-ComfortHMI-445	SWE1-HVAC-016-03		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-446	SWE1-HVAC-018-01		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-447	SWE1-HVAC-018-01		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-448	SWE1-HVAC-018-01		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-449	SWE1-HVAC-018-01		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-450	SWE1-HVAC-018-01		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-451	SWE1-HVAC-018-02		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-452	SWE1-HVAC-018-03	Open the Climate main screen	Comfort category	no	yes（2 hops 到 Comfort app）	Comfort app -> Climate main	none	2.12.2／16.12.1 寫 `Climate main category control`，為描述語非按鍵標籤；10.8 之 `The Comfort main Menu Bar icon` 亦無 label	yes
NR1L-ComfortHMI-453	SWE1-HVAC-018-04	Open a screen other than Climate main	Comfort category	no	yes（2 hops 到 Comfort app）	Comfort app -> Climate main	none	2.12.2／16.12.1 寫 `Climate main category control`，為描述語非按鍵標籤；10.8 之 `The Comfort main Menu Bar icon` 亦無 label	yes
NR1L-ComfortHMI-454	SWE1-HVAC-018-04	Open a screen other than Climate main	Comfort category	no	yes（2 hops 到 Comfort app）	Comfort app -> Climate main	none	2.12.2／16.12.1 寫 `Climate main category control`，為描述語非按鍵標籤；10.8 之 `The Comfort main Menu Bar icon` 亦無 label	yes
NR1L-ComfortHMI-455	SWE1-HVAC-018-04	Open a screen other than Climate main	Comfort category	no	yes（2 hops 到 Comfort app）	Comfort app -> Climate main	none	2.12.2／16.12.1 寫 `Climate main category control`，為描述語非按鍵標籤；10.8 之 `The Comfort main Menu Bar icon` 亦無 label	yes
NR1L-ComfortHMI-456	SWE1-HVAC-018-05	Open a screen other than Climate main	Comfort category	no	yes（2 hops 到 Comfort app）	Comfort app -> Climate main	none	2.12.2／16.12.1 寫 `Climate main category control`，為描述語非按鍵標籤；10.8 之 `The Comfort main Menu Bar icon` 亦無 label	yes
NR1L-ComfortHMI-457	SWE1-HVAC-018-06	Open the Rear Climate screen	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-458	SWE1-HVAC-019-02	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-459	SWE1-HVAC-039	Open the Rear Climate tab | Open the driver side climate dropdown menu in the status bar	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-460	SWE1-HVAC-047	Open the climate screen	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-461	SWE1-HVAC-099	Open the comfort controls from the status bar	無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-462	SWE1-HVAC-122-02	Open the controls screen	Controls screen	no	yes（2 hops 到 Comfort app）	Comfort app -> controls screen	none	無按鍵標籤	yes
NR1L-ComfortHMI-463	SWE1-HVAC-129-01	Open the home screen | Move through the Comfort widget screens until the first screen is shown again	Home widget	no	no（不經 Comfort app）	Home Screen -> Comfort widget（不經 ENTER_COMFORT）	verbatim	17.1／18.1「The Comfort widget will have two screens: Comfort and Seats」—— 兩個 widget 畫面名為逐字；widget 之放置與開啟不在本 spec	yes
NR1L-ComfortHMI-464	SWE1-HVAC-129-02	Open the home screen	Home widget	no	no（不經 Comfort app）	Home Screen -> Comfort widget（不經 ENTER_COMFORT）	verbatim	17.1／18.1「The Comfort widget will have two screens: Comfort and Seats」—— 兩個 widget 畫面名為逐字；widget 之放置與開啟不在本 spec	yes
NR1L-ComfortHMI-465	SWE1-HVAC-129-03	Open the home screen | Move to the second Comfort widget screen	Home widget	no	no（不經 Comfort app）	Home Screen -> Comfort widget（不經 ENTER_COMFORT）	verbatim	17.1／18.1「The Comfort widget will have two screens: Comfort and Seats」—— 兩個 widget 畫面名為逐字；widget 之放置與開啟不在本 spec	yes
NR1L-ComfortHMI-466	SWE1-HVAC-019-03		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-467	SWE1-HVAC-003-07	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
