cell	tc_id	item	before	after
W408	NR1L-ComfortHMI-220	R-C48	1	0
X408	NR1L-ComfortHMI-220	R-C48	1	0
N409	NR1L-ComfortHMI-221	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.10、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.10
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W409	NR1L-ComfortHMI-221	R-C48	1	0
X409	NR1L-ComfortHMI-221	R-C48	1	0
N410	NR1L-ComfortHMI-222	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.10、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.10
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W410	NR1L-ComfortHMI-222	R-C48	1	0
X410	NR1L-ComfortHMI-222	R-C48	1	0
N411	NR1L-ComfortHMI-223	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.11、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.11
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W411	NR1L-ComfortHMI-223	R-C48	1	0
X411	NR1L-ComfortHMI-223	R-C48	1	0
N412	NR1L-ComfortHMI-224	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.11、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.11
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W412	NR1L-ComfortHMI-224	R-C48	1	0
X412	NR1L-ComfortHMI-224	R-C48	1	0
H413	NR1L-ComfortHMI-432	M8	EMEA ICS Interface	ICS Climate Modes
N413	NR1L-ComfortHMI-432	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.11、16.2、2.14、6.3; CFTS043-HVAC Controls and Displays_Tree view_R1L-R scope_NEWR1L-53677	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.11
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2
CFTS043-HVAC Controls and Displays_Tree view_R1L-R scope_NEWR1L-53677"
W413	NR1L-ComfortHMI-432	R-C48	1	0
X413	NR1L-ComfortHMI-432	R-C48	1	0
H414	NR1L-ComfortHMI-433	M8	EMEA ICS Interface	ICS Climate Modes
N414	NR1L-ComfortHMI-433	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.11、16.2、2.14、6.3; CFTS043-HVAC Controls and Displays_Tree view_R1L-R scope_NEWR1L-53677	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.11
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2
CFTS043-HVAC Controls and Displays_Tree view_R1L-R scope_NEWR1L-53677"
W414	NR1L-ComfortHMI-433	R-C48	1	0
X414	NR1L-ComfortHMI-433	R-C48	1	0
N415	NR1L-ComfortHMI-251	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W415	NR1L-ComfortHMI-251	R-C48	1	0
X415	NR1L-ComfortHMI-251	R-C48	1	0
L416	NR1L-ComfortHMI-252	M9-Note	"1. Note the size and highlight of the Feet airflow mode button
2. Select the Feet airflow mode and read that button"	"1. Read the size and highlight of the Feet airflow mode button and record them
2. Select the Feet airflow mode and read that button"
N416	NR1L-ComfortHMI-252	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W416	NR1L-ComfortHMI-252	R-C48	1	0
X416	NR1L-ComfortHMI-252	R-C48	1	0
N417	NR1L-ComfortHMI-253	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W417	NR1L-ComfortHMI-253	R-C48	1	0
X417	NR1L-ComfortHMI-253	R-C48	1	0
I418	NR1L-ComfortHMI-254	R-C50	"ICE11.1) If the Mode hard control is pressed the user will be moved to the next mode available in the loop (Face > Face/Feet > Feet > Feet/Windshield > Windshield), the user will be shifted with each press, press and hold of the control will only move one mode over, it will not continue to move through modes.

(press the Mode hard control four times, reading the mode after each press -> The modes were Face/Feet, then Feet, then Feet/Windshield, then Windshield)"	"ICE11.1) If the Mode hard control is pressed the user will be moved to the next mode available in the loop (Face > Face/Feet > Feet > Feet/Windshield > Windshield), the user will be shifted with each press

(press the Mode hard control four times, reading the mode after each press -> The modes were Face/Feet, then Feet, then Feet/Windshield, then Windshield)"
N418	NR1L-ComfortHMI-254	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W418	NR1L-ComfortHMI-254	R-C48	1	0
X418	NR1L-ComfortHMI-254	R-C48	1	0
I419	NR1L-ComfortHMI-255	R-C50	"ICE11.1) If the Mode hard control is pressed the user will be moved to the next mode available in the loop (Face > Face/Feet > Feet > Feet/Windshield > Windshield), the user will be shifted with each press, press and hold of the control will only move one mode over, it will not continue to move through modes.

(press and hold the Mode hard control and read the airflow mode -> The Face/Feet airflow mode is active and the mode does not move further while the control is held)"	"the user will be shifted with each press, press and hold of the control will only move one mode over, it will not continue to move through modes.

(press and hold the Mode hard control and read the airflow mode -> The Face/Feet airflow mode is active and the mode does not move further while the control is held)"
N419	NR1L-ComfortHMI-255	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W419	NR1L-ComfortHMI-255	R-C48	1	0
X419	NR1L-ComfortHMI-255	R-C48	1	0
I420	NR1L-ComfortHMI-256	R-C50	"When the Mode hard control is pressed, if the user is on Climate main the new mode button will be shown highlighted. if the user is not on Climate main when pressing the Mode hard control a small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.

(press the Mode hard control and read the airflow mode -> The airflow mode has moved to the next mode in the loop)"	"When the Mode hard control is pressed, if the user is on Climate main the new mode button will be shown highlighted.

(press the Mode hard control and read the airflow mode -> The airflow mode has moved to the next mode in the loop)"
N420	NR1L-ComfortHMI-256	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W420	NR1L-ComfortHMI-256	R-C48	1	0
X420	NR1L-ComfortHMI-256	R-C48	1	0
I421	NR1L-ComfortHMI-257	R-C50	"When the Mode hard control is pressed, if the user is on Climate main the new mode button will be shown highlighted. if the user is not on Climate main when pressing the Mode hard control a small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.

(press the Mode hard control and read the mode buttons -> The new mode button is highlighted)"	"When the Mode hard control is pressed, if the user is on Climate main the new mode button will be shown highlighted.

(press the Mode hard control and read the mode buttons -> The new mode button is highlighted)"
N421	NR1L-ComfortHMI-257	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W421	NR1L-ComfortHMI-257	R-C48	1	0
X421	NR1L-ComfortHMI-257	R-C48	1	0
I422	NR1L-ComfortHMI-258	R-C50	"When the Mode hard control is pressed, if the user is on Climate main the new mode button will be shown highlighted. if the user is not on Climate main when pressing the Mode hard control a small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.

(press the Mode hard control and read the airflow mode -> The airflow mode has moved to the next mode in the loop)"	"if the user is not on Climate main when pressing the Mode hard control a small pop -up will appear above the Climate main category control

(press the Mode hard control and read the airflow mode -> The airflow mode has moved to the next mode in the loop)"
N422	NR1L-ComfortHMI-258	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W422	NR1L-ComfortHMI-258	R-C48	1	0
X422	NR1L-ComfortHMI-258	R-C48	1	0
I423	NR1L-ComfortHMI-259	R-C50	"When the Mode hard control is pressed, if the user is on Climate main the new mode button will be shown highlighted. if the user is not on Climate main when pressing the Mode hard control a small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.

(press the Mode hard control and read the area above the Climate main category control -> A small pop-up is shown above the Climate main category control)"	"if the user is not on Climate main when pressing the Mode hard control a small pop -up will appear above the Climate main category control

(press the Mode hard control and read the area above the Climate main category control -> A small pop-up is shown above the Climate main category control)"
N423	NR1L-ComfortHMI-259	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W423	NR1L-ComfortHMI-259	R-C48	1	0
X423	NR1L-ComfortHMI-259	R-C48	1	0
I424	NR1L-ComfortHMI-260	R-C50	"When the Mode hard control is pressed, if the user is on Climate main the new mode button will be shown highlighted. if the user is not on Climate main when pressing the Mode hard control a small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.

(wait 3 seconds without further interaction -> The pop-up is no longer shown)"	"a small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed)

(wait 3 seconds without further interaction -> The pop-up is no longer shown)"
N424	NR1L-ComfortHMI-260	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W424	NR1L-ComfortHMI-260	R-C48	1	0
X424	NR1L-ComfortHMI-260	R-C48	1	0
I425	NR1L-ComfortHMI-426	R-C50	"When the Mode hard control is pressed, if the user is on Climate main the new mode button will be shown highlighted. if the user is not on Climate main when pressing the Mode hard control a small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.

(press the fan speed hard control and read the screen -> The pop-up is no longer shown)"	"a small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed)

(press the fan speed hard control and read the screen -> The pop-up is no longer shown)"
N425	NR1L-ComfortHMI-426	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W425	NR1L-ComfortHMI-426	R-C48	1	0
X425	NR1L-ComfortHMI-426	R-C48	1	0
I426	NR1L-ComfortHMI-261	R-C50	"When the Mode hard control is pressed, if the user is on Climate main the new mode button will be shown highlighted. if the user is not on Climate main when pressing the Mode hard control a small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.

(press the Mode hard control and read the displayed screen -> The displayed screen is the one opened in step 1)"	"a small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.

(press the Mode hard control and read the displayed screen -> The displayed screen is the one opened in step 1)"
N426	NR1L-ComfortHMI-261	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W426	NR1L-ComfortHMI-261	R-C48	1	0
X426	NR1L-ComfortHMI-261	R-C48	1	0
L427	NR1L-ComfortHMI-262	M9-Note	"1. Note the main category label on the climate screen
2. Press the Mode hard control and read the main category label"	"1. Read the main category label on the climate screen and record it
2. Press the Mode hard control and read the main category label"
N427	NR1L-ComfortHMI-262	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W427	NR1L-ComfortHMI-262	R-C48	1	0
X427	NR1L-ComfortHMI-262	R-C48	1	0
N428	NR1L-ComfortHMI-263	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.12.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W428	NR1L-ComfortHMI-263	R-C48	1	0
X428	NR1L-ComfortHMI-263	R-C48	1	0
N429	NR1L-ComfortHMI-225	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.13、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.13
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W429	NR1L-ComfortHMI-225	R-C48	1	0
X429	NR1L-ComfortHMI-225	R-C48	1	0
N430	NR1L-ComfortHMI-226	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.13、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.13
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W430	NR1L-ComfortHMI-226	R-C48	1	0
X430	NR1L-ComfortHMI-226	R-C48	1	0
N431	NR1L-ComfortHMI-227	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.13、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.13
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W431	NR1L-ComfortHMI-227	R-C48	1	0
X431	NR1L-ComfortHMI-227	R-C48	1	0
N432	NR1L-ComfortHMI-228	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.13、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.13
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W432	NR1L-ComfortHMI-228	R-C48	1	0
X432	NR1L-ComfortHMI-228	R-C48	1	0
N433	NR1L-ComfortHMI-229	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.13、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.13
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W433	NR1L-ComfortHMI-229	R-C48	1	0
X433	NR1L-ComfortHMI-229	R-C48	1	0
N434	NR1L-ComfortHMI-230	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.13、16.2、16.11、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.13
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.11"
W434	NR1L-ComfortHMI-230	R-C48	1	0
X434	NR1L-ComfortHMI-230	R-C48	1	0
N435	NR1L-ComfortHMI-231	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.13、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.13
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W435	NR1L-ComfortHMI-231	R-C48	1	0
X435	NR1L-ComfortHMI-231	R-C48	1	0
N436	NR1L-ComfortHMI-232	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.13、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.13
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W436	NR1L-ComfortHMI-232	R-C48	1	0
X436	NR1L-ComfortHMI-232	R-C48	1	0
N437	NR1L-ComfortHMI-427	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.13、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.13
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W437	NR1L-ComfortHMI-427	R-C48	1	0
X437	NR1L-ComfortHMI-427	R-C48	1	0
N438	NR1L-ComfortHMI-428	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.13、16.2、2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.13
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W438	NR1L-ComfortHMI-428	R-C48	1	0
X438	NR1L-ComfortHMI-428	R-C48	1	0
