# vm_assign.tsv —— CMF-04 §2（**只出 plan，未填入任何工作簿**：§3 四個停點全數命中，見上繳包 §0）。
# PROXI 值取 docs/reports/proxi_axis_values.tsv 之 `Dec`（含 label）—— R-C62 之裁定；
#   `Dec` 與 `PROXI Read` 不一致者，另一值以 [PROXI Read=n] 併列於同格。
# V=Promaster、Y=Toro、Z=Fastback（工作簿欄名）。
# rule_branch 對應 CMF-04 §1 之四列；`(test-setup 蘊含)` 為執行層之判斷，見上繳包 §2-3。
# ~~CMF-06 §2／R-C67（2026-09-22）：R-C67 裁「本交付三台皆非 EMEA ICS 車」，**本輪未套用**。~~
#   其所指之 `-403`／`-404` 為**工作簿 F**（req `116-03`／`116-04`），該二列已為 V=Y=Z=0，無格可改。
#   若套用，涵蓋面為帶正向 EMEA PC 之 119 條 TC（112 列／229 格），三台皆 0 由 65 升為 177 —— 見 A-CMF24。
#   本表之值仍為 R-C62 之判定（＝候選本 v4 與交付候選本所填之值）。
# CMF-07／R-C68（Pei 2026-09-22「可以的話不寫 EMEA 也沒問題，因為不含在販售的範圍內」）：
#   帶正向 EMEA PC 之 119 條 TC，V／Y／Z 全 0（判準機械化：PC 含該句）。**列保留、不刪**（R-C46）。
#   實改 112 列／229 格；307 條否定式 EMEA PC 不動。依 R-C63 不加 Remarks。
tc_id	req_id	V_Promaster	Y_Toro	Z_Fastback	all_zero	rule_branch	deciding_pc_lines	proxi_params	proxi_values_dec	per_axis_result
NR1L-ComfortHMI-363	SWE1-HVAC-004-01	1	0	1		R-C62-1	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-364	SWE1-HVAC-004-02	1	0	1		R-C62-1	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-365	SWE1-HVAC-007-01	1	0	1		R-C62-1	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-366	SWE1-HVAC-007-02	1	0	1		R-C62-1	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-367	SWE1-HVAC-040-01	1	0	1		R-C62-1	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-368	SWE1-HVAC-040-02	1	0	1		R-C62-1	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-369	SWE1-HVAC-041	1	0	1		R-C62-1	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-370	SWE1-HVAC-042-01	1	0	1		R-C62-1	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-371	SWE1-HVAC-042-02	1	0	1		R-C62-1	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-372	SWE1-HVAC-042-03	1	0	1		R-C62-1	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-373	SWE1-HVAC-043	1	0	1		R-C62-1	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-374	SWE1-HVAC-096-01	0	0	1		R-C62-1	If the hard controls are knobs that turn ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=1 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-375	SWE1-HVAC-096-02	1	0	1		R-C62-1	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-376	SWE1-HVAC-096-03	0	0	1		R-C62-1	If the hard controls are knobs that turn ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=1 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-377	SWE1-HVAC-098	1	0	1		R-C62-1	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-378	SWE1-HVAC-127-01	1	0	1		R-C62-1	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-379	SWE1-HVAC-127-02	1	0	1		R-C62-1	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-380	SWE1-HVAC-128-01	1	0	1		R-C62-1	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-381	SWE1-HVAC-128-02	1	0	1		R-C62-1	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-382	SWE1-HVAC-058	1	0	1		R-C62-1	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-383	SWE1-HVAC-072	1	0	1		R-C62-1	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-384	SWE1-HVAC-105-01	1	0	1		R-C62-1	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-385	SWE1-HVAC-105-02	1	0	1		R-C62-1	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-386	SWE1-HVAC-003-06	1	0	1		R-C62-1	The vehicle has an ATC climate system, in which AUTO is shown ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Type ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=2(Automatic)[PROXI Read=3]／Toro=1(Manual)／Fastback=2(Automatic)[PROXI Read=3] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-387	SWE1-HVAC-003-06	1	0	1		R-C62-1	The vehicle has an ATC climate system, in which AUTO is shown ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Type ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=2(Automatic)[PROXI Read=3]／Toro=1(Manual)／Fastback=2(Automatic)[PROXI Read=3] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-388	SWE1-HVAC-007-01	1	0	1		R-C62-1	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-389	SWE1-HVAC-008-02	1	0	1		R-C62-1	The climate system is ATC ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Type ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=2(Automatic)[PROXI Read=3]／Toro=1(Manual)／Fastback=2(Automatic)[PROXI Read=3] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-390	SWE1-HVAC-009-03	1	0	1		R-C62-1	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-391	SWE1-HVAC-009-05	1	0	1		R-C62-1	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-392	SWE1-HVAC-009-06	1	0	1		R-C62-1	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-393	SWE1-HVAC-010-03	1	0	1		R-C62-1	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-394	SWE1-HVAC-010-03	1	0	1		R-C62-1	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-395	SWE1-HVAC-010-04	1	0	1		R-C62-1	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-396	SWE1-HVAC-012-05	1	0	1		R-C62-1	The vehicle has an ATC climate system, in which AUTO is shown ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Type ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=2(Automatic)[PROXI Read=3]／Toro=1(Manual)／Fastback=2(Automatic)[PROXI Read=3] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-397	SWE1-HVAC-023-01	0	0	0	YES	R-C62-1	The vehicle is equipped with Tri-Mode climate ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	HVAC_Mode_Type ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(No Trimode)／Toro=None(ABSENT)／Fastback=None(ABSENT) ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=0／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-398	SWE1-HVAC-023-01	0	0	0	YES	R-C62-1	The vehicle is equipped with Tri-Mode climate ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	HVAC_Mode_Type ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(No Trimode)／Toro=None(ABSENT)／Fastback=None(ABSENT) ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=0／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-399	SWE1-HVAC-023-03	0	0	0	YES	R-C62-1	The vehicle is equipped with Tri-Mode climate ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	HVAC_Mode_Type ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(No Trimode)／Toro=None(ABSENT)／Fastback=None(ABSENT) ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=0／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-400	SWE1-HVAC-031-01	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-401	SWE1-HVAC-032-01	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle has an ATC climate system, for which the temperature displays the current degree ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Type ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=2(Automatic)[PROXI Read=3]／Toro=1(Manual)／Fastback=2(Automatic)[PROXI Read=3] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-402	SWE1-HVAC-032-01	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle has an ATC climate system, for which the temperature displays the current degree ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Type ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=2(Automatic)[PROXI Read=3]／Toro=1(Manual)／Fastback=2(Automatic)[PROXI Read=3] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-403	SWE1-HVAC-032-04	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-404	SWE1-HVAC-033-01	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-405	SWE1-HVAC-036-01	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-406	SWE1-HVAC-036-01	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-407	SWE1-HVAC-036-05	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-408	SWE1-HVAC-040-01	1	0	1		R-C62-1	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-409	SWE1-HVAC-040-01	1	0	1		R-C62-1	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-410	SWE1-HVAC-103-02	1	0	1		R-C62-1	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-411	SWE1-HVAC-107-06	0	0	0	YES	R-C68（EMEA ICS 不在販售範圍；Pei 2026-09-22）	The vehicle has an ATC climate system, in which AUTO is shown ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Type ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=2(Automatic)[PROXI Read=3]／Toro=1(Manual)／Fastback=2(Automatic)[PROXI Read=3] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-412	SWE1-HVAC-107-07	0	0	0	YES	R-C68（EMEA ICS 不在販售範圍；Pei 2026-09-22）	The vehicle has an ATC climate system, in which AUTO is shown ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Type ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=2(Automatic)[PROXI Read=3]／Toro=1(Manual)／Fastback=2(Automatic)[PROXI Read=3] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-413	SWE1-HVAC-110-01	0	0	0	YES	R-C68（EMEA ICS 不在販售範圍；Pei 2026-09-22）	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-414	SWE1-HVAC-111-03	0	0	0	YES	R-C68（EMEA ICS 不在販售範圍；Pei 2026-09-22）	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-415	SWE1-HVAC-111-03	0	0	0	YES	R-C68（EMEA ICS 不在販售範圍；Pei 2026-09-22）	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-416	SWE1-HVAC-111-05	0	0	0	YES	R-C68（EMEA ICS 不在販售範圍；Pei 2026-09-22）	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-417	SWE1-HVAC-112-04	0	0	0	YES	R-C68（EMEA ICS 不在販售範圍；Pei 2026-09-22）	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-418	SWE1-HVAC-112-04	0	0	0	YES	R-C68（EMEA ICS 不在販售範圍；Pei 2026-09-22）	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-419	SWE1-HVAC-112-04	0	0	0	YES	R-C68（EMEA ICS 不在販售範圍；Pei 2026-09-22）	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
