cell	sheet	tc_id	item	revise_0918	revise_0921
U224	Test Case Specification 測試用例規範	NR1L-ComfortHMI-309	R-C48(amend)	1	0
T225	Test Case Specification 測試用例規範	NR1L-ComfortHMI-310	R-C48(amend)	1	0
U225	Test Case Specification 測試用例規範	NR1L-ComfortHMI-310	R-C48(amend)	1	0
T226	Test Case Specification 測試用例規範	NR1L-ComfortHMI-311	R-C48(amend)	1	0
U226	Test Case Specification 測試用例規範	NR1L-ComfortHMI-311	R-C48(amend)	1	0
T227	Test Case Specification 測試用例規範	NR1L-ComfortHMI-312	R-C48(amend)	1	0
U227	Test Case Specification 測試用例規範	NR1L-ComfortHMI-312	R-C48(amend)	1	0
T228	Test Case Specification 測試用例規範	NR1L-ComfortHMI-313	R-C48(amend)	1	0
U228	Test Case Specification 測試用例規範	NR1L-ComfortHMI-313	R-C48(amend)	1	0
T229	Test Case Specification 測試用例規範	NR1L-ComfortHMI-314	R-C48(amend)	1	0
U229	Test Case Specification 測試用例規範	NR1L-ComfortHMI-314	R-C48(amend)	1	0
N230	Test Case Specification 測試用例規範	NR1L-ComfortHMI-382	R-C49(amend)	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.5
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_17.3
HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026)_Settings"	"HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026)_Settings
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.5
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_17.3"
T230	Test Case Specification 測試用例規範	NR1L-ComfortHMI-382	R-C48(amend)	1	0
U230	Test Case Specification 測試用例規範	NR1L-ComfortHMI-382	R-C48(amend)	1	0
T231	Test Case Specification 測試用例規範	NR1L-ComfortHMI-315	R-C48(amend)	1	0
U231	Test Case Specification 測試用例規範	NR1L-ComfortHMI-315	R-C48(amend)	1	0
T232	Test Case Specification 測試用例規範	NR1L-ComfortHMI-316	R-C48(amend)	1	0
U232	Test Case Specification 測試用例規範	NR1L-ComfortHMI-316	R-C48(amend)	1	0
T233	Test Case Specification 測試用例規範	NR1L-ComfortHMI-317	R-C48(amend)	1	0
U233	Test Case Specification 測試用例規範	NR1L-ComfortHMI-317	R-C48(amend)	1	0
T234	Test Case Specification 測試用例規範	NR1L-ComfortHMI-318	R-C48(amend)	1	0
U234	Test Case Specification 測試用例規範	NR1L-ComfortHMI-318	R-C48(amend)	1	0
T235	Test Case Specification 測試用例規範	NR1L-ComfortHMI-319	R-C48(amend)	1	0
U235	Test Case Specification 測試用例規範	NR1L-ComfortHMI-319	R-C48(amend)	1	0
T236	Test Case Specification 測試用例規範	NR1L-ComfortHMI-320	R-C48(amend)	1	0
U236	Test Case Specification 測試用例規範	NR1L-ComfortHMI-320	R-C48(amend)	1	0
T237	Test Case Specification 測試用例規範	NR1L-ComfortHMI-321	R-C48(amend)	1	0
U237	Test Case Specification 測試用例規範	NR1L-ComfortHMI-321	R-C48(amend)	1	0
T238	Test Case Specification 測試用例規範	NR1L-ComfortHMI-322	R-C48(amend)	1	0
U238	Test Case Specification 測試用例規範	NR1L-ComfortHMI-322	R-C48(amend)	1	0
T239	Test Case Specification 測試用例規範	NR1L-ComfortHMI-323	R-C48(amend)	1	0
U239	Test Case Specification 測試用例規範	NR1L-ComfortHMI-323	R-C48(amend)	1	0
T240	Test Case Specification 測試用例規範	NR1L-ComfortHMI-324	R-C48(amend)	1	0
U240	Test Case Specification 測試用例規範	NR1L-ComfortHMI-324	R-C48(amend)	1	0
T241	Test Case Specification 測試用例規範	NR1L-ComfortHMI-325	R-C48(amend)	1	0
U241	Test Case Specification 測試用例規範	NR1L-ComfortHMI-325	R-C48(amend)	1	0
T242	Test Case Specification 測試用例規範	NR1L-ComfortHMI-326	R-C48(amend)	1	0
U242	Test Case Specification 測試用例規範	NR1L-ComfortHMI-326	R-C48(amend)	1	0
T243	Test Case Specification 測試用例規範	NR1L-ComfortHMI-327	R-C48(amend)	1	0
U243	Test Case Specification 測試用例規範	NR1L-ComfortHMI-327	R-C48(amend)	1	0
T244	Test Case Specification 測試用例規範	NR1L-ComfortHMI-328	R-C48(amend)	1	0
U244	Test Case Specification 測試用例規範	NR1L-ComfortHMI-328	R-C48(amend)	1	0
T245	Test Case Specification 測試用例規範	NR1L-ComfortHMI-329	R-C48(amend)	1	0
U245	Test Case Specification 測試用例規範	NR1L-ComfortHMI-329	R-C48(amend)	1	0
T246	Test Case Specification 測試用例規範	NR1L-ComfortHMI-330	R-C48(amend)	1	0
U246	Test Case Specification 測試用例規範	NR1L-ComfortHMI-330	R-C48(amend)	1	0
T247	Test Case Specification 測試用例規範	NR1L-ComfortHMI-331	R-C48(amend)	1	0
U247	Test Case Specification 測試用例規範	NR1L-ComfortHMI-331	R-C48(amend)	1	0
T248	Test Case Specification 測試用例規範	NR1L-ComfortHMI-332	R-C48(amend)	1	0
U248	Test Case Specification 測試用例規範	NR1L-ComfortHMI-332	R-C48(amend)	1	0
T249	Test Case Specification 測試用例規範	NR1L-ComfortHMI-333	R-C48(amend)	1	0
U249	Test Case Specification 測試用例規範	NR1L-ComfortHMI-333	R-C48(amend)	1	0
T250	Test Case Specification 測試用例規範	NR1L-ComfortHMI-334	R-C48(amend)	1	0
U250	Test Case Specification 測試用例規範	NR1L-ComfortHMI-334	R-C48(amend)	1	0
T251	Test Case Specification 測試用例規範	NR1L-ComfortHMI-335	R-C48(amend)	1	0
U251	Test Case Specification 測試用例規範	NR1L-ComfortHMI-335	R-C48(amend)	1	0
T252	Test Case Specification 測試用例規範	NR1L-ComfortHMI-336	R-C48(amend)	1	0
U252	Test Case Specification 測試用例規範	NR1L-ComfortHMI-336	R-C48(amend)	1	0
T253	Test Case Specification 測試用例規範	NR1L-ComfortHMI-337	R-C48(amend)	1	0
U253	Test Case Specification 測試用例規範	NR1L-ComfortHMI-337	R-C48(amend)	1	0
T254	Test Case Specification 測試用例規範	NR1L-ComfortHMI-338	R-C48(amend)	1	0
U254	Test Case Specification 測試用例規範	NR1L-ComfortHMI-338	R-C48(amend)	1	0
T255	Test Case Specification 測試用例規範	NR1L-ComfortHMI-339	R-C48(amend)	1	0
U255	Test Case Specification 測試用例規範	NR1L-ComfortHMI-339	R-C48(amend)	1	0
T256	Test Case Specification 測試用例規範	NR1L-ComfortHMI-340	R-C48(amend)	1	0
U256	Test Case Specification 測試用例規範	NR1L-ComfortHMI-340	R-C48(amend)	1	0
T257	Test Case Specification 測試用例規範	NR1L-ComfortHMI-341	R-C48(amend)	1	0
U257	Test Case Specification 測試用例規範	NR1L-ComfortHMI-341	R-C48(amend)	1	0
T258	Test Case Specification 測試用例規範	NR1L-ComfortHMI-342	R-C48(amend)	1	0
U258	Test Case Specification 測試用例規範	NR1L-ComfortHMI-342	R-C48(amend)	1	0
T259	Test Case Specification 測試用例規範	NR1L-ComfortHMI-343	R-C48(amend)	1	0
U259	Test Case Specification 測試用例規範	NR1L-ComfortHMI-343	R-C48(amend)	1	0
T260	Test Case Specification 測試用例規範	NR1L-ComfortHMI-344	R-C48(amend)	1	0
U260	Test Case Specification 測試用例規範	NR1L-ComfortHMI-344	R-C48(amend)	1	0
T261	Test Case Specification 測試用例規範	NR1L-ComfortHMI-345	R-C48(amend)	1	0
U261	Test Case Specification 測試用例規範	NR1L-ComfortHMI-345	R-C48(amend)	1	0
T262	Test Case Specification 測試用例規範	NR1L-ComfortHMI-346	R-C48(amend)	1	0
U262	Test Case Specification 測試用例規範	NR1L-ComfortHMI-346	R-C48(amend)	1	0
T263	Test Case Specification 測試用例規範	NR1L-ComfortHMI-347	R-C48(amend)	1	0
U263	Test Case Specification 測試用例規範	NR1L-ComfortHMI-347	R-C48(amend)	1	0
T264	Test Case Specification 測試用例規範	NR1L-ComfortHMI-348	R-C48(amend)	1	0
U264	Test Case Specification 測試用例規範	NR1L-ComfortHMI-348	R-C48(amend)	1	0
T265	Test Case Specification 測試用例規範	NR1L-ComfortHMI-349	R-C48(amend)	1	0
U265	Test Case Specification 測試用例規範	NR1L-ComfortHMI-349	R-C48(amend)	1	0
T266	Test Case Specification 測試用例規範	NR1L-ComfortHMI-350	R-C48(amend)	1	0
U266	Test Case Specification 測試用例規範	NR1L-ComfortHMI-350	R-C48(amend)	1	0
T267	Test Case Specification 測試用例規範	NR1L-ComfortHMI-351	R-C48(amend)	1	0
U267	Test Case Specification 測試用例規範	NR1L-ComfortHMI-351	R-C48(amend)	1	0
T268	Test Case Specification 測試用例規範	NR1L-ComfortHMI-352	R-C48(amend)	1	0
U268	Test Case Specification 測試用例規範	NR1L-ComfortHMI-352	R-C48(amend)	1	0
T269	Test Case Specification 測試用例規範	NR1L-ComfortHMI-383	R-C48(amend)	1	0
U269	Test Case Specification 測試用例規範	NR1L-ComfortHMI-383	R-C48(amend)	1	0
T270	Test Case Specification 測試用例規範	NR1L-ComfortHMI-353	R-C48(amend)	1	0
U270	Test Case Specification 測試用例規範	NR1L-ComfortHMI-353	R-C48(amend)	1	0
T271	Test Case Specification 測試用例規範	NR1L-ComfortHMI-354	R-C48(amend)	1	0
U271	Test Case Specification 測試用例規範	NR1L-ComfortHMI-354	R-C48(amend)	1	0
T272	Test Case Specification 測試用例規範	NR1L-ComfortHMI-355	R-C48(amend)	1	0
U272	Test Case Specification 測試用例規範	NR1L-ComfortHMI-355	R-C48(amend)	1	0
T273	Test Case Specification 測試用例規範	NR1L-ComfortHMI-356	R-C48(amend)	1	0
U273	Test Case Specification 測試用例規範	NR1L-ComfortHMI-356	R-C48(amend)	1	0
T274	Test Case Specification 測試用例規範	NR1L-ComfortHMI-357	R-C48(amend)	1	0
U274	Test Case Specification 測試用例規範	NR1L-ComfortHMI-357	R-C48(amend)	1	0
T275	Test Case Specification 測試用例規範	NR1L-ComfortHMI-358	R-C48(amend)	1	0
U275	Test Case Specification 測試用例規範	NR1L-ComfortHMI-358	R-C48(amend)	1	0
T276	Test Case Specification 測試用例規範	NR1L-ComfortHMI-359	R-C48(amend)	1	0
U276	Test Case Specification 測試用例規範	NR1L-ComfortHMI-359	R-C48(amend)	1	0
T277	Test Case Specification 測試用例規範	NR1L-ComfortHMI-360	R-C48(amend)	1	0
U277	Test Case Specification 測試用例規範	NR1L-ComfortHMI-360	R-C48(amend)	1	0
T278	Test Case Specification 測試用例規範	NR1L-ComfortHMI-001	R-C48(amend)	1	0
U278	Test Case Specification 測試用例規範	NR1L-ComfortHMI-001	R-C48(amend)	1	0
T279	Test Case Specification 測試用例規範	NR1L-ComfortHMI-002	R-C48(amend)	1	0
U279	Test Case Specification 測試用例規範	NR1L-ComfortHMI-002	R-C48(amend)	1	0
T280	Test Case Specification 測試用例規範	NR1L-ComfortHMI-003	R-C48(amend)	1	0
U280	Test Case Specification 測試用例規範	NR1L-ComfortHMI-003	R-C48(amend)	1	0
T281	Test Case Specification 測試用例規範	NR1L-ComfortHMI-004	R-C48(amend)	1	0
U281	Test Case Specification 測試用例規範	NR1L-ComfortHMI-004	R-C48(amend)	1	0
T282	Test Case Specification 測試用例規範	NR1L-ComfortHMI-005	R-C48(amend)	1	0
U282	Test Case Specification 測試用例規範	NR1L-ComfortHMI-005	R-C48(amend)	1	0
T283	Test Case Specification 測試用例規範	NR1L-ComfortHMI-006	R-C48(amend)	1	0
U283	Test Case Specification 測試用例規範	NR1L-ComfortHMI-006	R-C48(amend)	1	0
T284	Test Case Specification 測試用例規範	NR1L-ComfortHMI-007	R-C48(amend)	1	0
U284	Test Case Specification 測試用例規範	NR1L-ComfortHMI-007	R-C48(amend)	1	0
T285	Test Case Specification 測試用例規範	NR1L-ComfortHMI-008	R-C48(amend)	1	0
U285	Test Case Specification 測試用例規範	NR1L-ComfortHMI-008	R-C48(amend)	1	0
T286	Test Case Specification 測試用例規範	NR1L-ComfortHMI-009	R-C48(amend)	1	0
U286	Test Case Specification 測試用例規範	NR1L-ComfortHMI-009	R-C48(amend)	1	0
T287	Test Case Specification 測試用例規範	NR1L-ComfortHMI-010	R-C48(amend)	1	0
U287	Test Case Specification 測試用例規範	NR1L-ComfortHMI-010	R-C48(amend)	1	0
T288	Test Case Specification 測試用例規範	NR1L-ComfortHMI-011	R-C48(amend)	1	0
U288	Test Case Specification 測試用例規範	NR1L-ComfortHMI-011	R-C48(amend)	1	0
T289	Test Case Specification 測試用例規範	NR1L-ComfortHMI-012	R-C48(amend)	1	0
U289	Test Case Specification 測試用例規範	NR1L-ComfortHMI-012	R-C48(amend)	1	0
T290	Test Case Specification 測試用例規範	NR1L-ComfortHMI-013	R-C48(amend)	1	0
U290	Test Case Specification 測試用例規範	NR1L-ComfortHMI-013	R-C48(amend)	1	0
T291	Test Case Specification 測試用例規範	NR1L-ComfortHMI-014	R-C48(amend)	1	0
U291	Test Case Specification 測試用例規範	NR1L-ComfortHMI-014	R-C48(amend)	1	0
N292	Test Case Specification 測試用例規範	NR1L-ComfortHMI-434	R-C49(amend)	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_14.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2
Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023)_Main"	"Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023)_Main
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_14.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T292	Test Case Specification 測試用例規範	NR1L-ComfortHMI-434	R-C48(amend)	1	0
U292	Test Case Specification 測試用例規範	NR1L-ComfortHMI-434	R-C48(amend)	1	0
T293	Test Case Specification 測試用例規範	NR1L-ComfortHMI-167	R-C48(amend)	1	0
U293	Test Case Specification 測試用例規範	NR1L-ComfortHMI-167	R-C48(amend)	1	0
T294	Test Case Specification 測試用例規範	NR1L-ComfortHMI-168	R-C48(amend)	1	0
U294	Test Case Specification 測試用例規範	NR1L-ComfortHMI-168	R-C48(amend)	1	0
T295	Test Case Specification 測試用例規範	NR1L-ComfortHMI-169	R-C48(amend)	1	0
U295	Test Case Specification 測試用例規範	NR1L-ComfortHMI-169	R-C48(amend)	1	0
T296	Test Case Specification 測試用例規範	NR1L-ComfortHMI-170	R-C48(amend)	1	0
U296	Test Case Specification 測試用例規範	NR1L-ComfortHMI-170	R-C48(amend)	1	0
T297	Test Case Specification 測試用例規範	NR1L-ComfortHMI-171	R-C48(amend)	1	0
U297	Test Case Specification 測試用例規範	NR1L-ComfortHMI-171	R-C48(amend)	1	0
T298	Test Case Specification 測試用例規範	NR1L-ComfortHMI-172	R-C48(amend)	1	0
U298	Test Case Specification 測試用例規範	NR1L-ComfortHMI-172	R-C48(amend)	1	0
T299	Test Case Specification 測試用例規範	NR1L-ComfortHMI-173	R-C48(amend)	1	0
U299	Test Case Specification 測試用例規範	NR1L-ComfortHMI-173	R-C48(amend)	1	0
T300	Test Case Specification 測試用例規範	NR1L-ComfortHMI-174	R-C48(amend)	1	0
U300	Test Case Specification 測試用例規範	NR1L-ComfortHMI-174	R-C48(amend)	1	0
T301	Test Case Specification 測試用例規範	NR1L-ComfortHMI-175	R-C48(amend)	1	0
U301	Test Case Specification 測試用例規範	NR1L-ComfortHMI-175	R-C48(amend)	1	0
T302	Test Case Specification 測試用例規範	NR1L-ComfortHMI-176	R-C48(amend)	1	0
U302	Test Case Specification 測試用例規範	NR1L-ComfortHMI-176	R-C48(amend)	1	0
T303	Test Case Specification 測試用例規範	NR1L-ComfortHMI-177	R-C48(amend)	1	0
U303	Test Case Specification 測試用例規範	NR1L-ComfortHMI-177	R-C48(amend)	1	0
T304	Test Case Specification 測試用例規範	NR1L-ComfortHMI-178	R-C48(amend)	1	0
U304	Test Case Specification 測試用例規範	NR1L-ComfortHMI-178	R-C48(amend)	1	0
T305	Test Case Specification 測試用例規範	NR1L-ComfortHMI-179	R-C48(amend)	1	0
U305	Test Case Specification 測試用例規範	NR1L-ComfortHMI-179	R-C48(amend)	1	0
T306	Test Case Specification 測試用例規範	NR1L-ComfortHMI-180	R-C48(amend)	1	0
U306	Test Case Specification 測試用例規範	NR1L-ComfortHMI-180	R-C48(amend)	1	0
T307	Test Case Specification 測試用例規範	NR1L-ComfortHMI-181	R-C48(amend)	1	0
U307	Test Case Specification 測試用例規範	NR1L-ComfortHMI-181	R-C48(amend)	1	0
T308	Test Case Specification 測試用例規範	NR1L-ComfortHMI-182	R-C48(amend)	1	0
U308	Test Case Specification 測試用例規範	NR1L-ComfortHMI-182	R-C48(amend)	1	0
T309	Test Case Specification 測試用例規範	NR1L-ComfortHMI-374	R-C48(amend)	1	0
U309	Test Case Specification 測試用例規範	NR1L-ComfortHMI-374	R-C48(amend)	1	0
T310	Test Case Specification 測試用例規範	NR1L-ComfortHMI-375	R-C48(amend)	1	0
U310	Test Case Specification 測試用例規範	NR1L-ComfortHMI-375	R-C48(amend)	1	0
T311	Test Case Specification 測試用例規範	NR1L-ComfortHMI-376	R-C48(amend)	1	0
U311	Test Case Specification 測試用例規範	NR1L-ComfortHMI-376	R-C48(amend)	1	0
T312	Test Case Specification 測試用例規範	NR1L-ComfortHMI-183	R-C48(amend)	1	0
U312	Test Case Specification 測試用例規範	NR1L-ComfortHMI-183	R-C48(amend)	1	0
T313	Test Case Specification 測試用例規範	NR1L-ComfortHMI-377	R-C48(amend)	1	0
U313	Test Case Specification 測試用例規範	NR1L-ComfortHMI-377	R-C48(amend)	1	0
T314	Test Case Specification 測試用例規範	NR1L-ComfortHMI-461	R-C48(amend)	1	0
U314	Test Case Specification 測試用例規範	NR1L-ComfortHMI-461	R-C48(amend)	1	0
T315	Test Case Specification 測試用例規範	NR1L-ComfortHMI-184	R-C48(amend)	1	0
U315	Test Case Specification 測試用例規範	NR1L-ComfortHMI-184	R-C48(amend)	1	0
T316	Test Case Specification 測試用例規範	NR1L-ComfortHMI-185	R-C48(amend)	1	0
U316	Test Case Specification 測試用例規範	NR1L-ComfortHMI-185	R-C48(amend)	1	0
T317	Test Case Specification 測試用例規範	NR1L-ComfortHMI-186	R-C48(amend)	1	0
U317	Test Case Specification 測試用例規範	NR1L-ComfortHMI-186	R-C48(amend)	1	0
T318	Test Case Specification 測試用例規範	NR1L-ComfortHMI-187	R-C48(amend)	1	0
U318	Test Case Specification 測試用例規範	NR1L-ComfortHMI-187	R-C48(amend)	1	0
T319	Test Case Specification 測試用例規範	NR1L-ComfortHMI-188	R-C48(amend)	1	0
U319	Test Case Specification 測試用例規範	NR1L-ComfortHMI-188	R-C48(amend)	1	0
T320	Test Case Specification 測試用例規範	NR1L-ComfortHMI-189	R-C48(amend)	1	0
U320	Test Case Specification 測試用例規範	NR1L-ComfortHMI-189	R-C48(amend)	1	0
T321	Test Case Specification 測試用例規範	NR1L-ComfortHMI-190	R-C48(amend)	1	0
U321	Test Case Specification 測試用例規範	NR1L-ComfortHMI-190	R-C48(amend)	1	0
T322	Test Case Specification 測試用例規範	NR1L-ComfortHMI-191	R-C48(amend)	1	0
U322	Test Case Specification 測試用例規範	NR1L-ComfortHMI-191	R-C48(amend)	1	0
T323	Test Case Specification 測試用例規範	NR1L-ComfortHMI-192	R-C48(amend)	1	0
U323	Test Case Specification 測試用例規範	NR1L-ComfortHMI-192	R-C48(amend)	1	0
T324	Test Case Specification 測試用例規範	NR1L-ComfortHMI-410	R-C48(amend)	1	0
U324	Test Case Specification 測試用例規範	NR1L-ComfortHMI-410	R-C48(amend)	1	0
T325	Test Case Specification 測試用例規範	NR1L-ComfortHMI-193	R-C48(amend)	1	0
U325	Test Case Specification 測試用例規範	NR1L-ComfortHMI-193	R-C48(amend)	1	0
T326	Test Case Specification 測試用例規範	NR1L-ComfortHMI-194	R-C48(amend)	1	0
U326	Test Case Specification 測試用例規範	NR1L-ComfortHMI-194	R-C48(amend)	1	0
T327	Test Case Specification 測試用例規範	NR1L-ComfortHMI-195	R-C48(amend)	1	0
U327	Test Case Specification 測試用例規範	NR1L-ComfortHMI-195	R-C48(amend)	1	0
T328	Test Case Specification 測試用例規範	NR1L-ComfortHMI-196	R-C48(amend)	1	0
U328	Test Case Specification 測試用例規範	NR1L-ComfortHMI-196	R-C48(amend)	1	0
L329	Test Case Specification 測試用例規範	NR1L-ComfortHMI-197	M7	"1. Turn AUTO on using the AUTO hard control
2. Read the screen for an AUTO pop-up"	"1. Turn ""AUTO"" on using the ""AUTO"" hard control
2. Read the screen for an AUTO pop-up"
T329	Test Case Specification 測試用例規範	NR1L-ComfortHMI-197	R-C48(amend)	1	0
U329	Test Case Specification 測試用例規範	NR1L-ComfortHMI-197	R-C48(amend)	1	0
T330	Test Case Specification 測試用例規範	NR1L-ComfortHMI-198	R-C48(amend)	1	0
U330	Test Case Specification 測試用例規範	NR1L-ComfortHMI-198	R-C48(amend)	1	0
T331	Test Case Specification 測試用例規範	NR1L-ComfortHMI-199	R-C48(amend)	1	0
U331	Test Case Specification 測試用例規範	NR1L-ComfortHMI-199	R-C48(amend)	1	0
T332	Test Case Specification 測試用例規範	NR1L-ComfortHMI-200	R-C48(amend)	1	0
U332	Test Case Specification 測試用例規範	NR1L-ComfortHMI-200	R-C48(amend)	1	0
T333	Test Case Specification 測試用例規範	NR1L-ComfortHMI-201	R-C48(amend)	1	0
U333	Test Case Specification 測試用例規範	NR1L-ComfortHMI-201	R-C48(amend)	1	0
T334	Test Case Specification 測試用例規範	NR1L-ComfortHMI-384	R-C48(amend)	1	0
U334	Test Case Specification 測試用例規範	NR1L-ComfortHMI-384	R-C48(amend)	1	0
T335	Test Case Specification 測試用例規範	NR1L-ComfortHMI-202	R-C48(amend)	1	0
U335	Test Case Specification 測試用例規範	NR1L-ComfortHMI-202	R-C48(amend)	1	0
T336	Test Case Specification 測試用例規範	NR1L-ComfortHMI-385	R-C48(amend)	1	0
U336	Test Case Specification 測試用例規範	NR1L-ComfortHMI-385	R-C48(amend)	1	0
T337	Test Case Specification 測試用例規範	NR1L-ComfortHMI-082	R-C48(amend)	1	0
U337	Test Case Specification 測試用例規範	NR1L-ComfortHMI-082	R-C48(amend)	1	0
T338	Test Case Specification 測試用例規範	NR1L-ComfortHMI-083	R-C48(amend)	1	0
U338	Test Case Specification 測試用例規範	NR1L-ComfortHMI-083	R-C48(amend)	1	0
T339	Test Case Specification 測試用例規範	NR1L-ComfortHMI-084	R-C48(amend)	1	0
U339	Test Case Specification 測試用例規範	NR1L-ComfortHMI-084	R-C48(amend)	1	0
L340	Test Case Specification 測試用例規範	NR1L-ComfortHMI-085	M7	"1. Turn SYNC on from the climate screen
2. Adjust the driver temperature slider"	"1. Turn ""SYNC"" on from the climate screen
2. Adjust the driver temperature slider"
T340	Test Case Specification 測試用例規範	NR1L-ComfortHMI-085	R-C48(amend)	1	0
U340	Test Case Specification 測試用例規範	NR1L-ComfortHMI-085	R-C48(amend)	1	0
T341	Test Case Specification 測試用例規範	NR1L-ComfortHMI-086	R-C48(amend)	1	0
U341	Test Case Specification 測試用例規範	NR1L-ComfortHMI-086	R-C48(amend)	1	0
I342	Test Case Specification 測試用例規範	NR1L-ComfortHMI-087	R-C50+R-C50(amend)	"a pop-up will be shown coming down from that temperature in the status bar to indicate it is being altered, for ATC it will display the degree (or half degree increments for Celsius) being set

(change the temperature using the temperature hard control -> The pop-up displays the degree being set in half degree increments)"	"A pop-up will be shown coming down from that temperature in the status bar to indicate it is being altered, for ATC it will display the degree (or half degree increments for Celsius) being set

(change the temperature using the temperature hard control -> The pop-up displays the degree being set in half degree increments)"
T342	Test Case Specification 測試用例規範	NR1L-ComfortHMI-087	R-C48(amend)	1	0
U342	Test Case Specification 測試用例規範	NR1L-ComfortHMI-087	R-C48(amend)	1	0
I343	Test Case Specification 測試用例規範	NR1L-ComfortHMI-088	R-C50+R-C50(amend)	"for MTC it will display a slider bar with the arrow pointing to the current setting, this information will change as the user alters the temp.

(change the temperature using the temperature hard control -> The pop-up displays a slider bar with the arrow pointing to the current setting)"	"For MTC it will display a slider bar with the arrow pointing to the current setting, this information will change as the user alters the temp.

(change the temperature using the temperature hard control -> The pop-up displays a slider bar with the arrow pointing to the current setting)"
T343	Test Case Specification 測試用例規範	NR1L-ComfortHMI-088	R-C48(amend)	1	0
U343	Test Case Specification 測試用例規範	NR1L-ComfortHMI-088	R-C48(amend)	1	0
T344	Test Case Specification 測試用例規範	NR1L-ComfortHMI-089	R-C48(amend)	1	0
U344	Test Case Specification 測試用例規範	NR1L-ComfortHMI-089	R-C48(amend)	1	0
T345	Test Case Specification 測試用例規範	NR1L-ComfortHMI-090	R-C48(amend)	1	0
U345	Test Case Specification 測試用例規範	NR1L-ComfortHMI-090	R-C48(amend)	1	0
L346	Test Case Specification 測試用例規範	NR1L-ComfortHMI-203	M7	"1. Turn AUTO on from the climate screen
2. Read the fan speed indicator"	"1. Turn ""AUTO"" on from the climate screen
2. Read the fan speed indicator"
T346	Test Case Specification 測試用例規範	NR1L-ComfortHMI-203	R-C48(amend)	1	0
U346	Test Case Specification 測試用例規範	NR1L-ComfortHMI-203	R-C48(amend)	1	0
I347	Test Case Specification 測試用例規範	NR1L-ComfortHMI-204	M7	"The fan speed indicator shows Auto instead of the actual fan speed and none of the Mode buttons will be shown highlighted.

(turn AUTO on and read the Mode buttons -> No Mode button is highlighted)"	"The fan speed indicator shows Auto instead of the actual fan speed and none of the Mode buttons will be shown highlighted.

(turn ""AUTO"" on and read the Mode buttons -> No Mode button is highlighted)"
L347	Test Case Specification 測試用例規範	NR1L-ComfortHMI-204	M7	"1. Select an airflow mode on the climate screen
2. Turn AUTO on and read the Mode buttons"	"1. Select an airflow mode on the climate screen
2. Turn ""AUTO"" on and read the Mode buttons"
T347	Test Case Specification 測試用例規範	NR1L-ComfortHMI-204	R-C48(amend)	1	0
U347	Test Case Specification 測試用例規範	NR1L-ComfortHMI-204	R-C48(amend)	1	0
L348	Test Case Specification 測試用例規範	NR1L-ComfortHMI-205	M7	"1. Turn AUTO on from the climate screen
2. Read the main category control"	"1. Turn ""AUTO"" on from the climate screen
2. Read the main category control"
T348	Test Case Specification 測試用例規範	NR1L-ComfortHMI-205	R-C48(amend)	1	0
U348	Test Case Specification 測試用例規範	NR1L-ComfortHMI-205	R-C48(amend)	1	0
I349	Test Case Specification 測試用例規範	NR1L-ComfortHMI-206	M7	"AUTO affects Fan speed, Modes, AC in order to reach desired temperature as quickly as possible.

(turn AUTO on and read the fan speed and the airflow mode -> The fan speed and the airflow mode are set by the system)"	"AUTO affects Fan speed, Modes, AC in order to reach desired temperature as quickly as possible.

(turn ""AUTO"" on and read the fan speed and the airflow mode -> The fan speed and the airflow mode are set by the system)"
