sheet_row	polarion_id	melco_id	chapter_for_vf	document_id	function_level1	verification_method_trunc	denominator	mark
1185	NRL-385714		01.11.01.01.32	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1186	NRL-385715		01.11.01.01.32	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1188	NRL-385717		01.11.01.01.33	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1189	NRL-385718		01.11.01.01.33	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1190	NRL-385719		01.11.01.01.33	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1192	NRL-385721		01.11.01.01.34	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1193	NRL-385722		01.11.01.01.34	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1194	NRL-385723		01.11.01.01.34	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1195	NRL-385724		01.11.01.01.34	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1198	NRL-385727		01.14.01	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1199	NRL-385728		01.14.01		A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	DocID_空(DR-VT2)
1200	NRL-385729		01.14.01		A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	DocID_空(DR-VT2)
1201	NRL-385730		01.14.01		A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	DocID_空(DR-VT2)
1202	NRL-385731		01.14.01		A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	DocID_空(DR-VT2)
1203	NRL-385732		01.14.01		A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	DocID_空(DR-VT2)
1204	NRL-385733		01.14.01		A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	DocID_空(DR-VT2)
1205	NRL-385734		01.14.01		A. 核心顯示管理(Core Display Management)		EXCLUDED	DocID_空(DR-VT2)
1206	NRL-385735		01.14.01		A. 核心顯示管理(Core Display Management)		EXCLUDED	DocID_空(DR-VT2)
1207	NRL-385736		01.14.01		A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	DocID_空(DR-VT2)
1208	NRL-385737		01.14.01		A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	DocID_空(DR-VT2)
1209	NRL-385738		01.14.01		A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	DocID_空(DR-VT2)
1210	NRL-385739		01.14.01		A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	DocID_空(DR-VT2)
1211	NRL-385740		01.14.01		A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	DocID_空(DR-VT2)
1212	NRL-385741		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
1213	NRL-385742		01.14.01		A. 核心顯示管理(Core Display Management)		EXCLUDED	DocID_空(DR-VT2)
1214	NRL-385743		01.14.01		A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	DocID_空(DR-VT2)
1215	NRL-385744		01.14.01		A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	DocID_空(DR-VT2)
1216	NRL-385745		01.14.01		A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	DocID_空(DR-VT2)
1217	NRL-385746		01.14.01		A. 核心顯示管理(Core Display Management)		EXCLUDED	DocID_空(DR-VT2)
1218	NRL-385747		01.14.01		A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	DocID_空(DR-VT2)
1241	NRL-385770		01.14.01		A. 核心顯示管理(Core Display Management)		EXCLUDED	DocID_空(DR-VT2)
1242	NRL-385771		01.14.01		A. 核心顯示管理(Core Display Management)		EXCLUDED	DocID_空(DR-VT2)
1243	NRL-385772		01.14.01		A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	DocID_空(DR-VT2)
1244	NRL-385773		01.14.01		A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	DocID_空(DR-VT2)
1245	NRL-385774		01.14.01		A. 核心顯示管理(Core Display Management)		EXCLUDED	DocID_空(DR-VT2)
1247	NRL-385776		01.14.02.01.12		A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	EXCLUDED	DocID_空(DR-VT2)
1249	NRL-385778		01.14.02.01.13		A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	EXCLUDED	DocID_空(DR-VT2)
1251	NRL-385780		01.14.02.01.14		A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	EXCLUDED	DocID_空(DR-VT2)
1253	NRL-385782		01.14.02.01.15		A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	EXCLUDED	DocID_空(DR-VT2)
1255	NRL-385784		01.14.02.01.16		A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	EXCLUDED	DocID_空(DR-VT2)
1257	NRL-385786		01.14.02.01.17		A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	EXCLUDED	DocID_空(DR-VT2)
1259	NRL-385788		01.14.02.01.18		A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	EXCLUDED	DocID_空(DR-VT2)
1261	NRL-385790		01.14.02.01.19		A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	EXCLUDED	DocID_空(DR-VT2)
1263	NRL-385792		01.14.02.01.20		A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	EXCLUDED	DocID_空(DR-VT2)
1265	NRL-385794		01.14.02.01.21		A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	EXCLUDED	DocID_空(DR-VT2)
1267	NRL-385796		01.14.02.01.22		A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	EXCLUDED	DocID_空(DR-VT2)
1269	NRL-385798		01.14.02.01.23		A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	EXCLUDED	DocID_空(DR-VT2)
1271	NRL-385800		01.14.02.01.24		A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	EXCLUDED	DocID_空(DR-VT2)
1273	NRL-385802		01.14.02.01.25		A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	EXCLUDED	DocID_空(DR-VT2)
1275	NRL-385804		01.14.02.01.26		A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	EXCLUDED	DocID_空(DR-VT2)
1277	NRL-385806		01.14.02.01.27		A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	EXCLUDED	DocID_空(DR-VT2)
1279	NRL-385808		01.14.02.01.28		A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	EXCLUDED	DocID_空(DR-VT2)
