needle	path	line	category	text
MASTER	features/power/sandbox/backup/20260818T105309Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260818T105309Z/data/b1_column_crosscheck.md	10	doc	| **Power** | `Test Case Specification&Result` | **35** | 0（BLANK，G10） | 待產出 |
MASTER	features/power/sandbox/backup/20260818T105309Z/data/b1_column_crosscheck.md	11	doc	| Comfort | `Test Case Specification 測試用例規範` | 34 | 466 | **已交付、已驗收** |
MASTER	features/power/sandbox/backup/20260818T105309Z/data/b1_column_crosscheck.md	12	doc	| Privacy | `Test Case Specification 測試用例規範` | 34 | 11 | **已交付、已驗收** |
FICTITIOUS	features/power/sandbox/backup/20260818T105309Z/data/b1_column_crosscheck.md	14	doc	> **第一項發現：分頁名不同。** Power 為 `Test Case Specification&Result`，
MASTER	features/power/sandbox/backup/20260818T105309Z/data/b1_column_crosscheck.md	15	doc	> Comfort / Privacy 為 `Test Case Specification 測試用例規範`。
FICTITIOUS	features/power/sandbox/backup/20260818T090440Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260818T090440Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260818T090440Z/data/b3_dryrun.json	8	doc	"""Test Case Specification&Result"": 170"
FICTITIOUS	features/power/sandbox/backup/20260818T090440Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260818T090440Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260818T090440Z/data/b1_column_crosscheck.md	10	doc	| **Power** | `Test Case Specification&Result` | **35** | 0（BLANK，G10） | 待產出 |
MASTER	features/power/sandbox/backup/20260818T090440Z/data/b1_column_crosscheck.md	11	doc	| Comfort | `Test Case Specification 測試用例規範` | 34 | 466 | **已交付、已驗收** |
MASTER	features/power/sandbox/backup/20260818T090440Z/data/b1_column_crosscheck.md	12	doc	| Privacy | `Test Case Specification 測試用例規範` | 34 | 11 | **已交付、已驗收** |
FICTITIOUS	features/power/sandbox/backup/20260818T090440Z/data/b1_column_crosscheck.md	14	doc	> **第一項發現：分頁名不同。** Power 為 `Test Case Specification&Result`，
MASTER	features/power/sandbox/backup/20260818T090440Z/data/b1_column_crosscheck.md	15	doc	> Comfort / Privacy 為 `Test Case Specification 測試用例規範`。
FICTITIOUS	features/power/sandbox/backup/20260818T143305Z/scripts/build_arif_final_step.py	38	code other	"SHEET = ""Test Case Specification&Result"""
MASTER	features/power/sandbox/backup/20260818T143305Z/scripts/build_er_restatement.py	51	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 601),"
MASTER	features/power/sandbox/backup/20260818T143305Z/scripts/build_er_restatement.py	56	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 20),"
FICTITIOUS	features/power/sandbox/backup/20260818T143305Z/scripts/verify_gates_03.py	52	code other	"""FW036 TC Spec&Result"": (""Test Case Specification&Result"", 9, 10, 221),"
FICTITIOUS	features/power/sandbox/backup/20260818T143305Z/scripts/verify_gates_03.py	191	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260818T143305Z/scripts/build_b4_b5.py	63	code read/write	"header = wb[""Test Case Specification&Result""][9]"
FICTITIOUS	features/power/sandbox/backup/20260818T143305Z/scripts/lint_tcs.py	1076	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260818T143305Z/scripts/build_template_diff.py	33	code other	"""Test Case Specification&Result""),"
MASTER	features/power/sandbox/backup/20260818T143305Z/scripts/build_template_diff.py	37	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260818T143305Z/scripts/build_template_diff.py	41	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260818T143305Z/scripts/build_precond_verbs.py	36	code other	"""Test Case Specification 測試用例規範"", 12, 10, 601),"
MASTER	features/power/sandbox/backup/20260818T143305Z/scripts/build_precond_verbs.py	41	code other	"""Test Case Specification 測試用例規範"", 12, 10, 20),"
FICTITIOUS	features/power/sandbox/backup/20260818T143305Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260818T143305Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260818T143305Z/data/b3_dryrun.json	8	doc	"""Test Case Specification&Result"": 170"
FICTITIOUS	features/power/sandbox/backup/20260818T143305Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260818T143305Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260818T143305Z/data/b1_column_crosscheck.md	10	doc	| **Power** | `Test Case Specification&Result` | **35** | 0（BLANK，G10） | 待產出 |
MASTER	features/power/sandbox/backup/20260818T143305Z/data/b1_column_crosscheck.md	11	doc	| Comfort | `Test Case Specification 測試用例規範` | 34 | 466 | **已交付、已驗收** |
MASTER	features/power/sandbox/backup/20260818T143305Z/data/b1_column_crosscheck.md	12	doc	| Privacy | `Test Case Specification 測試用例規範` | 34 | 11 | **已交付、已驗收** |
FICTITIOUS	features/power/sandbox/backup/20260818T143305Z/data/b1_column_crosscheck.md	14	doc	> **第一項發現：分頁名不同。** Power 為 `Test Case Specification&Result`，
MASTER	features/power/sandbox/backup/20260818T143305Z/data/b1_column_crosscheck.md	15	doc	> Comfort / Privacy 為 `Test Case Specification 測試用例規範`。
FICTITIOUS	features/power/sandbox/backup/20260818T144850Z/scripts/build_arif_final_step.py	38	code other	"SHEET = ""Test Case Specification&Result"""
MASTER	features/power/sandbox/backup/20260818T144850Z/scripts/build_er_restatement.py	51	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 601),"
MASTER	features/power/sandbox/backup/20260818T144850Z/scripts/build_er_restatement.py	56	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 20),"
FICTITIOUS	features/power/sandbox/backup/20260818T144850Z/scripts/verify_gates_03.py	52	code other	"""FW036 TC Spec&Result"": (""Test Case Specification&Result"", 9, 10, 221),"
FICTITIOUS	features/power/sandbox/backup/20260818T144850Z/scripts/verify_gates_03.py	191	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260818T144850Z/scripts/build_b4_b5.py	63	code read/write	"header = wb[""Test Case Specification&Result""][9]"
FICTITIOUS	features/power/sandbox/backup/20260818T144850Z/scripts/lint_tcs.py	1076	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260818T144850Z/scripts/build_template_diff.py	33	code other	"""Test Case Specification&Result""),"
MASTER	features/power/sandbox/backup/20260818T144850Z/scripts/build_template_diff.py	37	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260818T144850Z/scripts/build_template_diff.py	41	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260818T144850Z/scripts/build_precond_verbs.py	36	code other	"""Test Case Specification 測試用例規範"", 12, 10, 601),"
MASTER	features/power/sandbox/backup/20260818T144850Z/scripts/build_precond_verbs.py	41	code other	"""Test Case Specification 測試用例規範"", 12, 10, 20),"
FICTITIOUS	features/power/sandbox/backup/20260818T144850Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260818T144850Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260818T144850Z/data/b3_dryrun.json	8	doc	"""Test Case Specification&Result"": 170"
FICTITIOUS	features/power/sandbox/backup/20260818T144850Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260818T144850Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260818T144850Z/data/b1_column_crosscheck.md	10	doc	| **Power** | `Test Case Specification&Result` | **35** | 0（BLANK，G10） | 待產出 |
MASTER	features/power/sandbox/backup/20260818T144850Z/data/b1_column_crosscheck.md	11	doc	| Comfort | `Test Case Specification 測試用例規範` | 34 | 466 | **已交付、已驗收** |
MASTER	features/power/sandbox/backup/20260818T144850Z/data/b1_column_crosscheck.md	12	doc	| Privacy | `Test Case Specification 測試用例規範` | 34 | 11 | **已交付、已驗收** |
FICTITIOUS	features/power/sandbox/backup/20260818T144850Z/data/b1_column_crosscheck.md	14	doc	> **第一項發現：分頁名不同。** Power 為 `Test Case Specification&Result`，
MASTER	features/power/sandbox/backup/20260818T144850Z/data/b1_column_crosscheck.md	15	doc	> Comfort / Privacy 為 `Test Case Specification 測試用例規範`。
FICTITIOUS	features/power/sandbox/backup/20260818T135200Z/scripts/build_arif_final_step.py	38	code other	"SHEET = ""Test Case Specification&Result"""
MASTER	features/power/sandbox/backup/20260818T135200Z/scripts/build_er_restatement.py	51	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 601),"
MASTER	features/power/sandbox/backup/20260818T135200Z/scripts/build_er_restatement.py	56	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 20),"
FICTITIOUS	features/power/sandbox/backup/20260818T135200Z/scripts/verify_gates_03.py	52	code other	"""FW036 TC Spec&Result"": (""Test Case Specification&Result"", 9, 10, 221),"
FICTITIOUS	features/power/sandbox/backup/20260818T135200Z/scripts/verify_gates_03.py	191	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260818T135200Z/scripts/build_b4_b5.py	63	code read/write	"header = wb[""Test Case Specification&Result""][9]"
FICTITIOUS	features/power/sandbox/backup/20260818T135200Z/scripts/lint_tcs.py	1076	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260818T135200Z/scripts/build_template_diff.py	33	code other	"""Test Case Specification&Result""),"
MASTER	features/power/sandbox/backup/20260818T135200Z/scripts/build_template_diff.py	37	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260818T135200Z/scripts/build_template_diff.py	41	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260818T135200Z/scripts/build_precond_verbs.py	36	code other	"""Test Case Specification 測試用例規範"", 12, 10, 601),"
MASTER	features/power/sandbox/backup/20260818T135200Z/scripts/build_precond_verbs.py	41	code other	"""Test Case Specification 測試用例規範"", 12, 10, 20),"
FICTITIOUS	features/power/sandbox/backup/20260818T135200Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260818T135200Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260818T135200Z/data/b3_dryrun.json	8	doc	"""Test Case Specification&Result"": 170"
FICTITIOUS	features/power/sandbox/backup/20260818T135200Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260818T135200Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260818T135200Z/data/b1_column_crosscheck.md	10	doc	| **Power** | `Test Case Specification&Result` | **35** | 0（BLANK，G10） | 待產出 |
MASTER	features/power/sandbox/backup/20260818T135200Z/data/b1_column_crosscheck.md	11	doc	| Comfort | `Test Case Specification 測試用例規範` | 34 | 466 | **已交付、已驗收** |
MASTER	features/power/sandbox/backup/20260818T135200Z/data/b1_column_crosscheck.md	12	doc	| Privacy | `Test Case Specification 測試用例規範` | 34 | 11 | **已交付、已驗收** |
FICTITIOUS	features/power/sandbox/backup/20260818T135200Z/data/b1_column_crosscheck.md	14	doc	> **第一項發現：分頁名不同。** Power 為 `Test Case Specification&Result`，
MASTER	features/power/sandbox/backup/20260818T135200Z/data/b1_column_crosscheck.md	15	doc	> Comfort / Privacy 為 `Test Case Specification 測試用例規範`。
FICTITIOUS	features/power/sandbox/backup/20260818T091001Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260818T091001Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260818T091001Z/data/b3_dryrun.json	8	doc	"""Test Case Specification&Result"": 170"
FICTITIOUS	features/power/sandbox/backup/20260818T091001Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260818T091001Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260818T091001Z/data/b1_column_crosscheck.md	10	doc	| **Power** | `Test Case Specification&Result` | **35** | 0（BLANK，G10） | 待產出 |
MASTER	features/power/sandbox/backup/20260818T091001Z/data/b1_column_crosscheck.md	11	doc	| Comfort | `Test Case Specification 測試用例規範` | 34 | 466 | **已交付、已驗收** |
MASTER	features/power/sandbox/backup/20260818T091001Z/data/b1_column_crosscheck.md	12	doc	| Privacy | `Test Case Specification 測試用例規範` | 34 | 11 | **已交付、已驗收** |
FICTITIOUS	features/power/sandbox/backup/20260818T091001Z/data/b1_column_crosscheck.md	14	doc	> **第一項發現：分頁名不同。** Power 為 `Test Case Specification&Result`，
MASTER	features/power/sandbox/backup/20260818T091001Z/data/b1_column_crosscheck.md	15	doc	> Comfort / Privacy 為 `Test Case Specification 測試用例規範`。
FICTITIOUS	features/power/sandbox/backup/20260819T005433Z/scripts/build_arif_final_step.py	38	code other	"SHEET = ""Test Case Specification&Result"""
MASTER	features/power/sandbox/backup/20260819T005433Z/scripts/build_er_restatement.py	51	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 601),"
MASTER	features/power/sandbox/backup/20260819T005433Z/scripts/build_er_restatement.py	56	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 20),"
FICTITIOUS	features/power/sandbox/backup/20260819T005433Z/scripts/verify_gates_03.py	52	code other	"""FW036 TC Spec&Result"": (""Test Case Specification&Result"", 9, 10, 221),"
FICTITIOUS	features/power/sandbox/backup/20260819T005433Z/scripts/verify_gates_03.py	191	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260819T005433Z/scripts/build_b4_b5.py	63	code read/write	"header = wb[""Test Case Specification&Result""][9]"
FICTITIOUS	features/power/sandbox/backup/20260819T005433Z/scripts/lint_tcs.py	1076	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260819T005433Z/scripts/build_template_diff.py	33	code other	"""Test Case Specification&Result""),"
MASTER	features/power/sandbox/backup/20260819T005433Z/scripts/build_template_diff.py	37	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260819T005433Z/scripts/build_template_diff.py	41	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260819T005433Z/scripts/build_precond_verbs.py	36	code other	"""Test Case Specification 測試用例規範"", 12, 10, 601),"
MASTER	features/power/sandbox/backup/20260819T005433Z/scripts/build_precond_verbs.py	41	code other	"""Test Case Specification 測試用例規範"", 12, 10, 20),"
FICTITIOUS	features/power/sandbox/backup/20260819T005433Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260819T005433Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260819T005433Z/data/b3_dryrun.json	8	doc	"""Test Case Specification&Result"": 170"
FICTITIOUS	features/power/sandbox/backup/20260819T005433Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260819T005433Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260819T005433Z/data/b1_column_crosscheck.md	10	doc	| **Power** | `Test Case Specification&Result` | **35** | 0（BLANK，G10） | 待產出 |
MASTER	features/power/sandbox/backup/20260819T005433Z/data/b1_column_crosscheck.md	11	doc	| Comfort | `Test Case Specification 測試用例規範` | 34 | 466 | **已交付、已驗收** |
MASTER	features/power/sandbox/backup/20260819T005433Z/data/b1_column_crosscheck.md	12	doc	| Privacy | `Test Case Specification 測試用例規範` | 34 | 11 | **已交付、已驗收** |
FICTITIOUS	features/power/sandbox/backup/20260819T005433Z/data/b1_column_crosscheck.md	14	doc	> **第一項發現：分頁名不同。** Power 為 `Test Case Specification&Result`，
MASTER	features/power/sandbox/backup/20260819T005433Z/data/b1_column_crosscheck.md	15	doc	> Comfort / Privacy 為 `Test Case Specification 測試用例規範`。
FICTITIOUS	features/power/sandbox/backup/20260820T014209Z/scripts/build_arif_final_step.py	38	code other	"SHEET = ""Test Case Specification&Result"""
MASTER	features/power/sandbox/backup/20260820T014209Z/scripts/build_er_restatement.py	51	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 601),"
MASTER	features/power/sandbox/backup/20260820T014209Z/scripts/build_er_restatement.py	56	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 20),"
FICTITIOUS	features/power/sandbox/backup/20260820T014209Z/scripts/verify_gates_03.py	54	code other	"""FW036 TC Spec&Result"": (""Test Case Specification&Result"", 9, 10, 221),"
FICTITIOUS	features/power/sandbox/backup/20260820T014209Z/scripts/verify_gates_03.py	193	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260820T014209Z/scripts/build_b4_b5.py	63	code read/write	"header = wb[""Test Case Specification&Result""][9]"
FICTITIOUS	features/power/sandbox/backup/20260820T014209Z/scripts/lint_tcs.py	1076	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260820T014209Z/scripts/build_template_diff.py	33	code other	"""Test Case Specification&Result""),"
MASTER	features/power/sandbox/backup/20260820T014209Z/scripts/build_template_diff.py	37	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260820T014209Z/scripts/build_template_diff.py	41	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260820T014209Z/scripts/build_precond_verbs.py	36	code other	"""Test Case Specification 測試用例規範"", 12, 10, 601),"
MASTER	features/power/sandbox/backup/20260820T014209Z/scripts/build_precond_verbs.py	41	code other	"""Test Case Specification 測試用例規範"", 12, 10, 20),"
FICTITIOUS	features/power/sandbox/backup/20260820T014209Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260820T014209Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260820T014209Z/data/b3_dryrun.json	8	doc	"""Test Case Specification&Result"": 170"
FICTITIOUS	features/power/sandbox/backup/20260820T014209Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260820T014209Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260820T014209Z/data/b1_column_crosscheck.md	10	doc	| **Power** | `Test Case Specification&Result` | **35** | 0（BLANK，G10） | 待產出 |
MASTER	features/power/sandbox/backup/20260820T014209Z/data/b1_column_crosscheck.md	11	doc	| Comfort | `Test Case Specification 測試用例規範` | 34 | 466 | **已交付、已驗收** |
MASTER	features/power/sandbox/backup/20260820T014209Z/data/b1_column_crosscheck.md	12	doc	| Privacy | `Test Case Specification 測試用例規範` | 34 | 11 | **已交付、已驗收** |
FICTITIOUS	features/power/sandbox/backup/20260820T014209Z/data/b1_column_crosscheck.md	14	doc	> **第一項發現：分頁名不同。** Power 為 `Test Case Specification&Result`，
MASTER	features/power/sandbox/backup/20260820T014209Z/data/b1_column_crosscheck.md	15	doc	> Comfort / Privacy 為 `Test Case Specification 測試用例規範`。
FICTITIOUS	features/power/sandbox/backup/20260819T015835Z/scripts/build_arif_final_step.py	38	code other	"SHEET = ""Test Case Specification&Result"""
MASTER	features/power/sandbox/backup/20260819T015835Z/scripts/build_er_restatement.py	51	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 601),"
MASTER	features/power/sandbox/backup/20260819T015835Z/scripts/build_er_restatement.py	56	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 20),"
FICTITIOUS	features/power/sandbox/backup/20260819T015835Z/scripts/verify_gates_03.py	52	code other	"""FW036 TC Spec&Result"": (""Test Case Specification&Result"", 9, 10, 221),"
FICTITIOUS	features/power/sandbox/backup/20260819T015835Z/scripts/verify_gates_03.py	191	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260819T015835Z/scripts/build_b4_b5.py	63	code read/write	"header = wb[""Test Case Specification&Result""][9]"
FICTITIOUS	features/power/sandbox/backup/20260819T015835Z/scripts/lint_tcs.py	1076	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260819T015835Z/scripts/build_template_diff.py	33	code other	"""Test Case Specification&Result""),"
MASTER	features/power/sandbox/backup/20260819T015835Z/scripts/build_template_diff.py	37	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260819T015835Z/scripts/build_template_diff.py	41	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260819T015835Z/scripts/build_precond_verbs.py	36	code other	"""Test Case Specification 測試用例規範"", 12, 10, 601),"
MASTER	features/power/sandbox/backup/20260819T015835Z/scripts/build_precond_verbs.py	41	code other	"""Test Case Specification 測試用例規範"", 12, 10, 20),"
FICTITIOUS	features/power/sandbox/backup/20260819T015835Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260819T015835Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260819T015835Z/data/b3_dryrun.json	8	doc	"""Test Case Specification&Result"": 170"
FICTITIOUS	features/power/sandbox/backup/20260819T015835Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260819T015835Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260819T015835Z/data/b1_column_crosscheck.md	10	doc	| **Power** | `Test Case Specification&Result` | **35** | 0（BLANK，G10） | 待產出 |
MASTER	features/power/sandbox/backup/20260819T015835Z/data/b1_column_crosscheck.md	11	doc	| Comfort | `Test Case Specification 測試用例規範` | 34 | 466 | **已交付、已驗收** |
MASTER	features/power/sandbox/backup/20260819T015835Z/data/b1_column_crosscheck.md	12	doc	| Privacy | `Test Case Specification 測試用例規範` | 34 | 11 | **已交付、已驗收** |
FICTITIOUS	features/power/sandbox/backup/20260819T015835Z/data/b1_column_crosscheck.md	14	doc	> **第一項發現：分頁名不同。** Power 為 `Test Case Specification&Result`，
MASTER	features/power/sandbox/backup/20260819T015835Z/data/b1_column_crosscheck.md	15	doc	> Comfort / Privacy 為 `Test Case Specification 測試用例規範`。
FICTITIOUS	features/power/sandbox/backup/20260818T101503Z/scripts/build_arif_final_step.py	38	code other	"SHEET = ""Test Case Specification&Result"""
MASTER	features/power/sandbox/backup/20260818T101503Z/scripts/build_er_restatement.py	51	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 601),"
MASTER	features/power/sandbox/backup/20260818T101503Z/scripts/build_er_restatement.py	56	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 20),"
FICTITIOUS	features/power/sandbox/backup/20260818T101503Z/scripts/verify_gates_03.py	52	code other	"""FW036 TC Spec&Result"": (""Test Case Specification&Result"", 9, 10, 221),"
FICTITIOUS	features/power/sandbox/backup/20260818T101503Z/scripts/verify_gates_03.py	191	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260818T101503Z/scripts/build_b4_b5.py	63	code read/write	"header = wb[""Test Case Specification&Result""][9]"
FICTITIOUS	features/power/sandbox/backup/20260818T101503Z/scripts/lint_tcs.py	1076	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260818T101503Z/scripts/build_template_diff.py	33	code other	"""Test Case Specification&Result""),"
MASTER	features/power/sandbox/backup/20260818T101503Z/scripts/build_template_diff.py	37	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260818T101503Z/scripts/build_template_diff.py	41	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260818T101503Z/scripts/build_precond_verbs.py	36	code other	"""Test Case Specification 測試用例規範"", 12, 10, 601),"
MASTER	features/power/sandbox/backup/20260818T101503Z/scripts/build_precond_verbs.py	41	code other	"""Test Case Specification 測試用例規範"", 12, 10, 20),"
FICTITIOUS	features/power/sandbox/backup/20260818T101503Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
