kind	target	file	line	text	prune_class
section	5.2	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	228	（下放包 15 §5.2 之方向前提）。	a 純編號引用
section	5.2	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	232	**沿用 §5.2 之三項**：(a) 二處同步（本節與 `verify_batch.py`）、	a 純編號引用
section	5.3	RULINGS.md	694	（上繳包 10 §5.3 第 2 項）為正確處置。	a 純編號引用
section	5.3	docs/REVISIONS.md	191	> 之處，而 851 這個數字正好落在上繳包 07 §5.3 裡，最容易被單獨引用。	a 純編號引用
section	5.3	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	124	（IN §5.3 所禁之 case／hyphenation／spacing／wording variants）。	a 純編號引用
section	5.3	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	208	**與 §5 分立**（下放包 15 §3.3）：§5 之標的為 IN §5.3 之	a 純編號引用
section	5.3	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	210	本節之標的為 **Pre-Condition**，其規制來源為 **IN §4.4** 而非 §5.3。	a 純編號引用
section	5.3	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	237	同 §5.3 —— 常數自本檔解析，非硬編。	a 純編號引用
section	5.4	docs/REVISIONS.md	202	### 三型偽陰性（上繳包 07 §5.4，本包追認保留）	a 純編號引用
section	6	RULINGS.md	728	其為 sibling 區分 token，欄位性質不同（上繳包 10 §6(b) 之自陳正確）。	a 純編號引用
section	6	RULINGS.md	887	為字面比對之盲區（上繳包 19 §6 第 2 型），機器防不住 ——	a 純編號引用
section	6	ANOMALIES.md	531	**執行層另行盤點全 117 leaf 之同型情形**，結果見上繳包 04 §6。	a 純編號引用
section	6.1	docs/REVISIONS.md	123	- **原**：`docs/upstream/03_rulings.md` §6.1 之定案 P0 6 / P1 39 / P2 38 / P3 34	a 純編號引用
section	6.2	RULINGS.md	441	「章內善後步驟被主流程之優先級抬起」—— 上繳包 03 §6.2 之八筆	a 純編號引用
section	6.3	RULINGS.md	487	上繳包 03 §6.3 判 P0，依本條 (b) **改判 P1**。	a 純編號引用
section	6.4	DECISIONS.md	85	> （上繳包 04 §6.4）。依該節建議增列，否則 117 筆定案不在決策表之視野內。	a 純編號引用
section	7	RULINGS.md	926	（上繳包 24 §7 已揭露），故本條為新增判準而非對既有處置之追認。	a 純編號引用
section	7	ANOMALIES.md	318	狀態：**RESOLVED**。T17 之逐節重驗結果見上繳包 02 §7。	a 純編號引用
section	7	DECISIONS.md	109	> 若 §7 之 8 組 Test Set 獲簽，建議改為依 Test Set 分批	a 純編號引用
section	7	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	337	PLAYBOOK §7 為**操作慣例**（怎麼做事），其違反不構成停止條件；	a 純編號引用
section	7.1	ANOMALIES.md	715	`SWE1-HMI-VC-033-01`（§7.1，Glove Box 停用之錯誤鎖定）：	a 純編號引用
section	7.1	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	303	會把現行三筆判為違規 —— 而它們依 §7.1 不回溯。	a 純編號引用
section	8	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	460	其中 54 逾 50 之判定隨之為正式判定（該包 §8 原標其為近似值）。	a 純編號引用
section	8.1	framework.md	160	| （另）Cabrio 本體 | 0 leaf | §8.1–8.5、§9.1、§9.2（7 節）| 7 節 |	b 清單成員
section	8.1	data/tableB_draft.md	24	| 章 8／9 Cabrio 本體 | 1–7（§8.1–§9.2）| 另立 Test Set `Cabrio Rooftop`，**framework 由 8 組變 9 組**（R-VC16(c)）|	b 清單成員
section	8.2	RULINGS.md	81	依 FROP 扣列等同分析層自行改寫上游之需求單元，違 IN §8.2	a 純編號引用
section	8.2.1	RULINGS.md	858	test_item 上半之取材（取之即違 IN §8.2.1，產生重複追溯）。	a 純編號引用
section	8.2.1	ANOMALIES.md	483	所擁有之行為，違 **IN §8.2.1** 並產生重複追溯。	a 純編號引用
section	8.2.1	ANOMALIES.md	547	所擁有之行為，違 **IN §8.2.1** 並產生重複追溯。	a 純編號引用
section	8.2.1	ANOMALIES.md	641	將產生重複追溯，觸 IN §8.2.1。屆時須裁定其分工	a 純編號引用
section	8.2.1	framework.md	182	屆時須裁其分工以免觸 IN §8.2.1 之重複追溯。	a 純編號引用
section	8.2.2	RULINGS.md	1001	拆分筆各佔一個獨立序號（IN §8.2.2：TC IDs remain independently	a 純編號引用
section	8.3	RULINGS.md	654	`SWE1-HMI-VC-033-01` 之 boundary 拆分（§8.3：門檻−1 / =門檻 /	a 純編號引用
section	8.4.1	RULINGS.md	329	即 IN §8.4.1 所禁之造值換一種形式。	a 純編號引用
section	8.4.1	ANOMALIES.md	818	**不立新條** —— IN §4.4 與 §8.4.1 皆已明文，**缺的是檢查覆蓋，不是規則**	a 純編號引用
section	8.4.1	ANOMALIES.md	950	**且 §8.4.1 禁止自行認定** —— 這不是可由執行層擇一的事。	a 純編號引用
section	8.4.1	ANOMALIES.md	961	- **不自行擇一**（§8.4.1）。	a 純編號引用
section	8.4.1	ANOMALIES.md	1010	- **不自行指定路徑**（§8.4.1）—— 沿 `034-02` 之既有處置	a 純編號引用
section	8.4.2	framework.md	327	（IN §8.4.2「真覆蓋洞須浮現、不得默默吸收」）。	a 純編號引用
section	8.4.3	RULINGS.md	657	`PENDING: DR-VC8 Glove Box lockout threshold`（IN §8.4.3）。	a 純編號引用
section	8.4.3	RULINGS.md	797	值不明者仍應生成並以 `PENDING: DR-{n}` 佔位（IN §8.4.3）；	a 純編號引用
section	8.4.3	ANOMALIES.md	733	`PENDING: DR-VC8 Glove Box lockout threshold`（IN §8.4.3）。	a 純編號引用
section	8.4.3	DATA_REQUESTS.md	194	`PENDING: DR-VC8 Glove Box lockout threshold`（IN §8.4.3），	a 純編號引用
section	8.4.3	DATA_REQUESTS.md	300	**不阻斷該四筆之生成** —— 依 IN §8.4.3 帶 `PENDING` 佔位。	a 純編號引用
section	8.4.3	DATA_REQUESTS.md	335	`061` 之 Procedure。**不阻斷生成** —— 依 IN §8.4.3 帶	a 純編號引用
section	8.4.3	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	263	既交付者加註不改寫。三筆之現行形態為 IN §8.4.3 之合法佔位，	a 純編號引用
section	9	ANOMALIES.md	25	| A-VC16 | pilot 之 §9 判讀漏檢二形態（檢查覆蓋不足，非規則缺失）| **RESOLVED（包 12）** | — |	b 清單成員
section	9	ANOMALIES.md	816	## A-VC16 —— pilot 之 §9 判讀漏檢二形態 —— **RESOLVED（下放包 12）**	a 純編號引用
section	9	docs/REVISIONS.md	20	即此事之攔截點；同包 §9 為當時之後記。	a 純編號引用
section	9.1	framework.md	160	| （另）Cabrio 本體 | 0 leaf | §8.1–8.5、§9.1、§9.2（7 節）| 7 節 |	b 清單成員
section	9.1	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	390	| `kind` | `continuation`／`reference`（§9.1 之二類）|	b 清單成員
section	9.2	framework.md	160	| （另）Cabrio 本體 | 0 leaf | §8.1–8.5、§9.1、§9.2（7 節）| 7 節 |	b 清單成員
section	9.2	data/tableB_draft.md	24	| 章 8／9 Cabrio 本體 | 1–7（§8.1–§9.2）| 另立 Test Set `Cabrio Rooftop`，**framework 由 8 組變 9 組**（R-VC16(c)）|	b 清單成員
section	9.2	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	414	後者仍為人工判讀。記明以免誤以為 §9.2 之層次 2 已全機器化。	a 純編號引用
