req_id	outline	test_set	tc_count	q1	q1_why	q2	q2_why	q3	q3_why	q4	q4_why	q5	q5_why	q6	q6_why	q7	q7_why
111-05	16.6.1	ICS Temperature and Fan	2	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	不適用	條文未述及電源／啟動，且本 leaf 非狀態型	不適用	條文未述及保留，且本 leaf 非狀態型	有	條文 `break`；TC 之 ER 覆蓋該交互 `does not`	有	條文 `ignore`；TC 之 ER 覆蓋否定側 `does not`	有	本 leaf 已拆為 2 條
112-01	16.7	ICS Temperature and Fan	1	有	列舉句 `ranges:`；同節他條之 ER 為反向側 `is not`	有	限值 `Off, 1`；TC 之 ER 觸及端點 `off`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	不適用	條文未述及中斷、並行或與他功能之交互	有	條文 `shall not`；TC 之 ER 覆蓋否定側 `not `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
112-02	16.7	ICS Temperature and Fan	1	有	列舉句 `ranges:`；同節他條之 ER 為反向側 `is not`	有	限值 `Off, 1`；TC 之 ER 觸及端點 `off`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	不適用	條文未述及中斷、並行或與他功能之交互	有	條文 `shall not`；TC 之 ER 覆蓋否定側 `not `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
112-03	16.7	ICS Temperature and Fan	1	有	列舉句 `ranges:`；本 leaf 之 ER 自帶反向側 `is not`	有	限值 `Off, 1`；TC 之 ER 觸及端點 `off`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	不適用	條文未述及中斷、並行或與他功能之交互	有	條文 `shall not`；TC 之 ER 覆蓋否定側 `not `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
112-04	16.7	ICS Temperature and Fan	4	有	列舉句 `ranges:`；同節他條之 ER 為反向側 `is not`	有	限值 `Off, 1`；TC 之 ER 觸及端點 `off`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	不適用	條文未述及中斷、並行或與他功能之交互	有	條文 `shall not`；TC 之 ER 覆蓋否定側 `not `	有	本 leaf 已拆為 4 條
112-05	16.7	ICS Temperature and Fan	2	有	列舉句 `ranges:`；本 leaf 之 ER 自帶反向側 `is not`	有	限值 `Off, 1`；TC 之 ER 觸及端點 `off`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	不適用	條文未述及中斷、並行或與他功能之交互	有	條文 `cannot`；TC 之 ER 覆蓋否定側 `not `	有	本 leaf 已拆為 2 條
113-01	16.8	ICS Airflow and Defrost	1	有	列舉句 `available`；本 leaf 之 ER 自帶反向側 `is not`	有	限值 `highest`；TC 之 ER 觸及端點 `off`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	有	條文明文 `goes back to the previous`；TC 有對應步驟	有	條文 `automatically turns`；TC 之 ER 覆蓋該交互 `no longer`	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
113-02	16.8	ICS Airflow and Defrost	1	有	列舉句 `available`；同節他條之 ER 為反向側 `is not`	有	限值 `7/7`；TC 之 ER 觸及端點 `highest`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	有	條文明文 `goes back to the previous`；TC 有對應步驟	有	條文 `automatically turns`；TC 之 ER 覆蓋該交互 `no longer`	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
113-03	16.8	ICS Airflow and Defrost	1	有	列舉句 `available`；同節他條之 ER 為反向側 `is not`	有	限值 `highest`；TC 之 ER 觸及端點 `highest`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	有	條文明文 `goes back to the previous`；TC 有對應步驟	有	條文 `automatically turns`；TC 之 ER 覆蓋該交互 `no longer`	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
113-04	16.8	ICS Airflow and Defrost	1	有	列舉句 `available`；同節他條之 ER 為反向側 `is not`	有	限值 `highest`；TC 之 ER 觸及端點 `off`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	有	條文明文 `goes back to the previous`；TC 有對應步驟	有	條文 `automatically turns`；TC 之 ER 覆蓋該交互 `is off`	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
113-05	16.8	ICS Airflow and Defrost	1	有	列舉句 `available`；本 leaf 之 ER 自帶反向側 `is not`	有	限值 `highest`；TC 之 ER 觸及端點 `off`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	有	條文明文 `goes back to the previous`；TC 有對應步驟	有	條文 `automatically turns`；TC 之 ER 覆蓋該交互 `no longer`	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
113-06	16.8	ICS Airflow and Defrost	1	有	列舉句 `available`；本 leaf 之 ER 自帶反向側 `is not`	有	限值 `highest`；TC 之 ER 觸及端點 `off`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	有	條文明文 `goes back to the previous`；TC 有對應步驟	有	條文 `automatically turns`；TC 之 ER 覆蓋該交互 `no longer`	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
113-07	16.8	ICS Airflow and Defrost	1	有	列舉句 `available`；本 leaf 之 ER 自帶反向側 `no longer`	有	限值 `highest`；TC 之 ER 觸及端點 `no longer`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	有	條文明文 `goes back to the previous`；TC 有對應步驟	有	條文 `automatically turns`；TC 之 ER 覆蓋該交互 `no longer`	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
113-08	16.8	ICS Airflow and Defrost	1	有	列舉句 `available`；同節他條之 ER 為反向側 `is not`	有	限值 `highest`；TC 之 ER 觸及端點 `off`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	有	條文明文 `goes back to the previous`；TC 有對應步驟	有	條文 `break`；TC 之 ER 覆蓋該交互 `still`	有	條文 `does not`；TC 之 ER 覆蓋否定側 `no `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
113-09	16.8	ICS Airflow and Defrost	4	有	列舉句 `available`；本 leaf 之 ER 自帶反向側 `no longer`	有	限值 `highest`；TC 之 ER 觸及端點 `no longer`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	有	條文明文 `goes back to the previous`；TC 有對應步驟	有	條文 `break`；TC 之 ER 覆蓋該交互 `no longer`	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	有	本 leaf 已拆為 4 條
113-10	16.8	ICS Airflow and Defrost	1	有	列舉句 `available`；本 leaf 之 ER 自帶反向側 `no longer`	有	限值 `highest`；TC 之 ER 觸及端點 `no longer`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	有	條文明文 `goes back to the previous`；TC 有對應步驟	有	條文 `break`；TC 之 ER 覆蓋該交互 `no longer`	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
113-11	16.8	ICS Airflow and Defrost	1	有	列舉句 `available`；本 leaf 之 ER 自帶反向側 `no longer`	有	限值 `highest`；TC 之 ER 觸及端點 `no longer`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	有	條文明文 `goes back to the previous`；TC 有對應步驟	有	條文 `break`；TC 之 ER 覆蓋該交互 `no longer`	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
113-12	16.8	ICS Airflow and Defrost	1	有	列舉句 `available`；本 leaf 之 ER 自帶反向側 `no longer`	有	限值 `highest`；TC 之 ER 觸及端點 `no longer`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	有	條文明文 `goes back to the previous`；TC 有對應步驟	有	條文 `break`；TC 之 ER 覆蓋該交互 `no longer`	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
114-01	16.9	ICS Airflow and Defrost	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	不適用	條文未述及中斷、並行或與他功能之交互	有	條文 `Gray`；TC 之 ER 覆蓋否定側 `no `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
114-02	16.9	ICS Airflow and Defrost	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	不適用	條文未述及中斷、並行或與他功能之交互	有	條文 `Gray`；TC 之 ER 覆蓋否定側 `greyed`	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
115-01	16.10	ICS Climate Modes	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `until`；TC 之 ER 覆蓋該交互 `still`	有	條文 `will not`；TC 之 ER 覆蓋否定側 `not `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
115-02	16.10	ICS Climate Modes	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `until`；TC 之 ER 覆蓋該交互 `still`	有	條文 `gray`；TC 之 ER 覆蓋否定側 `not `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
115-03	16.10	ICS Climate Modes	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `until`；TC 之 ER 覆蓋該交互 `still`	有	條文 `will not`；TC 之 ER 覆蓋否定側 `not `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
115-04	16.10	ICS Climate Modes	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `until`；TC 之 ER 覆蓋該交互 `still`	有	條文 `will not`；TC 之 ER 覆蓋否定側 `not `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
115-05	16.10	ICS Climate Modes	3	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `until`；TC 之 ER 覆蓋該交互 `still`	有	條文 `do not`；TC 之 ER 覆蓋否定側 `not `	有	本 leaf 已拆為 3 條
115-06	16.10	ICS Climate Modes	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `until`；TC 之 ER 覆蓋該交互 `still`	有	條文 `will not`；TC 之 ER 覆蓋否定側 `not `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
115-07	16.10	ICS Climate Modes	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `until`；TC 之 ER 覆蓋該交互 `still`	有	條文 `does not`；TC 之 ER 覆蓋否定側 `not `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
115-08	16.10	ICS Climate Modes	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `until`；TC 之 ER 覆蓋該交互 `still`	有	條文 `will not`；TC 之 ER 覆蓋否定側 `not `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
116-01	16.11	ICS Climate Modes	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `break`；TC 之 ER 覆蓋該交互 `no longer`	有	條文 `not shown`；TC 之 ER 覆蓋否定側 `no `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
116-02	16.11	ICS Climate Modes	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `break`；TC 之 ER 覆蓋該交互 `no longer`	有	條文 `not shown`；TC 之 ER 覆蓋否定側 `no `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
116-03	16.11	EMEA ICS Interface	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `break`；TC 之 ER 覆蓋該交互 `no longer`	有	條文 `not shown`；TC 之 ER 覆蓋否定側 `no `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
116-04	16.11	EMEA ICS Interface	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `break`；TC 之 ER 覆蓋該交互 `no longer`	有	條文 `not shown`；TC 之 ER 覆蓋否定側 `no `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
117-01	16.12	ICS Airflow and Defrost	1	有	列舉句 `only one`；本 leaf 之 ER 自帶反向側 `is not`	無	限值 `only one`；TC 未觸及 limit／limit±1／=0	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	無	條文 `at a time`；無 TC 覆蓋該中斷／並行	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
117-02	16.12	ICS Airflow and Defrost	1	有	列舉句 `has 5 states`；本 leaf 之 ER 自帶反向側 `is not`	無	限值 `Only one`；TC 未觸及 limit／limit±1／=0	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	無	條文 `at a time`；無 TC 覆蓋該中斷／並行	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
117-03	16.12	ICS Airflow and Defrost	1	有	列舉句 `has 5 states`；同節他條之 ER 為反向側 `is not`	無	限值 `Only one`；TC 未觸及 limit／limit±1／=0	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	無	條文 `at a time`；無 TC 覆蓋該中斷／並行	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
118-01	16.12.1	ICS Airflow and Defrost	1	有	列舉句 `available`；同節他條之 ER 為反向側 `does not`	有	限值 `3 sec`；TC 之 ER 觸及端點 `second`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `timeout`；TC 之 ER 覆蓋該交互 `does not`	有	條文 `will not`；TC 之 ER 覆蓋否定側 `does not`	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
118-02	16.12.1	ICS Airflow and Defrost	1	有	列舉句 `only one`；本 leaf 之 ER 自帶反向側 `does not`	有	限值 `only one`；TC 之 ER 觸及端點 `does not`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `timeout`；TC 之 ER 覆蓋該交互 `does not`	有	條文 `does not`；TC 之 ER 覆蓋否定側 `does not`	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
118-03	16.12.1	ICS Airflow and Defrost	1	有	列舉句 `available`；同節他條之 ER 為反向側 `does not`	有	限值 `3 sec`；TC 之 ER 觸及端點 `second`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `timeout`；TC 之 ER 覆蓋該交互 `does not`	有	條文 `will not`；TC 之 ER 覆蓋否定側 `does not`	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
118-04	16.12.1	ICS Airflow and Defrost	1	有	列舉句 `available`；同節他條之 ER 為反向側 `does not`	有	限值 `3 sec`；TC 之 ER 觸及端點 `second`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `timeout`；TC 之 ER 覆蓋該交互 `does not`	有	條文 `will not`；TC 之 ER 覆蓋否定側 `does not`	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
118-05	16.12.1	ICS Airflow and Defrost	1	有	列舉句 `available`；本 leaf 之 ER 自帶反向側 `is not`	有	限值 `3 sec`；TC 之 ER 觸及端點 `second`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `timeout`；TC 之 ER 覆蓋該交互 `is not displayed`	有	條文 `will not`；TC 之 ER 覆蓋否定側 `not `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
118-06	16.12.1	ICS Airflow and Defrost	1	有	列舉句 `available`；本 leaf 之 ER 自帶反向側 `is not`	有	限值 `3 sec`；TC 之 ER 觸及端點 `second`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `timeout`；TC 之 ER 覆蓋該交互 `is not displayed`	有	條文 `will not`；TC 之 ER 覆蓋否定側 `not `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
118-07	16.12.1	ICS Airflow and Defrost	2	有	列舉句 `available`；本 leaf 之 ER 自帶反向側 `no longer`	有	限值 `3 sec`；TC 之 ER 觸及端點 `second`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `timeout`；TC 之 ER 覆蓋該交互 `no longer`	有	條文 `will not`；TC 之 ER 覆蓋否定側 `no `	有	本 leaf 已拆為 2 條
118-08	16.12.1	ICS Airflow and Defrost	1	有	列舉句 `available`；本 leaf 之 ER 自帶反向側 `is not`	有	限值 `3 sec`；TC 之 ER 觸及端點 `second`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `timeout`；TC 之 ER 覆蓋該交互 `is not displayed`	有	條文 `will not`；TC 之 ER 覆蓋否定側 `not `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
118-09	16.12.1	ICS Airflow and Defrost	1	有	列舉句 `available`；同節他條之 ER 為反向側 `does not`	有	限值 `3 sec`；TC 之 ER 觸及端點 `second`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `timeout`；TC 之 ER 覆蓋該交互 `does not`	有	條文 `will not`；TC 之 ER 覆蓋否定側 `does not`	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
118-10	16.12.1	ICS Airflow and Defrost	1	有	列舉句 `available`；同節他條之 ER 為反向側 `does not`	有	限值 `3 sec`；TC 之 ER 觸及端點 `second`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `while`；TC 之 ER 覆蓋該交互 `does not`	有	條文 `will not`；TC 之 ER 覆蓋否定側 `does not`	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
119-01	16.13	ICS Climate Modes	1	有	列舉句 `supports`；本 leaf 之 ER 自帶反向側 `is not`	有	限值 `highest`；TC 之 ER 觸及端點 `off`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	有	條文明文 `goes back to the previous`；TC 有對應步驟	有	條文 `automatically turns`；TC 之 ER 覆蓋該交互 `no longer`	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
119-02	16.13	ICS Climate Modes	1	有	列舉句 `supports`；同節他條之 ER 為反向側 `is not`	有	限值 `highest`；TC 之 ER 觸及端點 `off`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	有	條文明文 `goes back to the previous`；TC 有對應步驟	有	條文 `automatically turns`；TC 之 ER 覆蓋該交互 `no longer`	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
119-03	16.13	ICS Climate Modes	1	有	列舉句 `supports`；同節他條之 ER 為反向側 `is not`	有	限值 `highest`；TC 之 ER 觸及端點 `highest`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	有	條文明文 `goes back to the previous`；TC 有對應步驟	有	條文 `automatically turns`；TC 之 ER 覆蓋該交互 `no longer`	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
119-04	16.13	ICS Climate Modes	1	有	列舉句 `available`；同節他條之 ER 為反向側 `is not`	有	限值 `lowest`；TC 之 ER 觸及端點 `lowest`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	有	條文明文 `goes back to the previous`；TC 有對應步驟	有	條文 `automatically turns`；TC 之 ER 覆蓋該交互 `no longer`	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
119-05	16.13	ICS Climate Modes	1	有	列舉句 `supports`；同節他條之 ER 為反向側 `is not`	有	限值 `highest`；TC 之 ER 觸及端點 `off`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	有	條文明文 `goes back to the previous`；TC 有對應步驟	有	條文 `automatically turns`；TC 之 ER 覆蓋該交互 `no longer`	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
119-06	16.13	ICS Climate Modes	1	有	列舉句 `supports`；本 leaf 之 ER 自帶反向側 `is not`	有	限值 `highest`；TC 之 ER 觸及端點 `off`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	有	條文明文 `goes back to the previous`；TC 有對應步驟	有	條文 `automatically turns`；TC 之 ER 覆蓋該交互 `no longer`	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
119-07	16.13	ICS Climate Modes	1	有	列舉句 `supports`；本 leaf 之 ER 自帶反向側 `no longer`	有	限值 `highest`；TC 之 ER 觸及端點 `no longer`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	有	條文明文 `goes back to the previous`；TC 有對應步驟	有	條文 `automatically turns`；TC 之 ER 覆蓋該交互 `no longer`	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
