leaf_id	test_set	layer3	delegate	target_feature	basis	screen_source
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-101	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-102	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-103	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-104	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-105	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-106	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-107	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-108	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-109	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-110	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-111	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-112	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-113	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignWarning-030	Approach and Tailgate	Traffic Sign Warning	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignWarning-031	Approach and Tailgate	Traffic Sign Warning	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignWarning-032	Approach and Tailgate	Traffic Sign Warning	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignWarning-033	Approach and Tailgate	Traffic Sign Warning	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignWarning-034	Approach and Tailgate	Traffic Sign Warning	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignWarning-035	Approach and Tailgate	Traffic Sign Warning	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerBrakeType025	Trailer and Signage	Trailer Brake Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerBrakeType026	Trailer and Signage	Trailer Brake Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerBrakeType027	Trailer and Signage	Trailer Brake Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerBrakeType028	Trailer and Signage	Trailer Brake Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerBrakeType029	Trailer and Signage	Trailer Brake Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerBrakeType030	Trailer and Signage	Trailer Brake Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerBrakeType031	Trailer and Signage	Trailer Brake Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerBrakeType032	Trailer and Signage	Trailer Brake Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerBrakeType033	Trailer and Signage	Trailer Brake Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerBrakeType034	Trailer and Signage	Trailer Brake Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerBrakeType035	Trailer and Signage	Trailer Brake Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerBrakeType036	Trailer and Signage	Trailer Brake Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerBrakeType037	Trailer and Signage	Trailer Brake Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerName-002	Trailer and Signage	Trailer Name	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerName-003	Trailer and Signage	Trailer Name	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerName-004	Trailer and Signage	Trailer Name	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerName-005	Trailer and Signage	Trailer Name	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerName-006	Trailer and Signage	Trailer Name	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerName-007	Trailer and Signage	Trailer Name	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerName-008	Trailer and Signage	Trailer Name	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerName-009	Trailer and Signage	Trailer Name	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerName-010	Trailer and Signage	Trailer Name	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerName-011	Trailer and Signage	Trailer Name	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerName-012	Trailer and Signage	Trailer Name	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerName-013	Trailer and Signage	Trailer Name	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerName-014	Trailer and Signage	Trailer Name	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerName-015	Trailer and Signage	Trailer Name	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerName-016	Trailer and Signage	Trailer Name	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerName-017	Trailer and Signage	Trailer Name	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerName-018	Trailer and Signage	Trailer Name	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerName-019	Trailer and Signage	Trailer Name	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerName-020	Trailer and Signage	Trailer Name	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerName-021	Trailer and Signage	Trailer Name	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerName-022	Trailer and Signage	Trailer Name	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerName-023	Trailer and Signage	Trailer Name	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerNumber-059	Trailer and Signage	Trailer Number	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerNumber-060	Trailer and Signage	Trailer Number	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerNumber-061	Trailer and Signage	Trailer Number	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerNumber-062	Trailer and Signage	Trailer Number	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerNumber-063	Trailer and Signage	Trailer Number	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerNumber-064	Trailer and Signage	Trailer Number	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerNumber-065	Trailer and Signage	Trailer Number	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrailerNumber-066	Trailer and Signage	Trailer Number	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TurnSignalActivatedBlindSpotCameraView-065	Units and Cameras	Turn Signal Activated Blind Spot Camera View	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TurnSignalActivatedBlindSpotCameraView-066	Units and Cameras	Turn Signal Activated Blind Spot Camera View	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TurnSignalActivatedBlindSpotCameraView-067	Units and Cameras	Turn Signal Activated Blind Spot Camera View	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TurnSignalActivatedBlindSpotCameraView-068	Units and Cameras	Turn Signal Activated Blind Spot Camera View	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TurnSignalActivatedBlindSpotCameraView-069	Units and Cameras	Turn Signal Activated Blind Spot Camera View	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TurnSignalActivatedBlindSpotCameraViewwithTrailerOption-071	Units and Cameras	Turn Signal Activated Blind Spot Camera View with Trailer Option	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TurnSignalActivatedBlindSpotCameraViewwithTrailerOption-072	Units and Cameras	Turn Signal Activated Blind Spot Camera View with Trailer Option	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TurnSignalActivatedBlindSpotCameraViewwithTrailerOption-073	Units and Cameras	Turn Signal Activated Blind Spot Camera View with Trailer Option	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TurnSignalActivatedBlindSpotCameraViewwithTrailerOption-074	Units and Cameras	Turn Signal Activated Blind Spot Camera View with Trailer Option	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TurnSignalActivatedBlindSpotCameraViewwithTrailerOption-075	Units and Cameras	Turn Signal Activated Blind Spot Camera View with Trailer Option	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TurnSignalActivatedBlindSpotCameraViewwithTrailerOption-076	Units and Cameras	Turn Signal Activated Blind Spot Camera View with Trailer Option	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-UnitEnergy-039	Units and Cameras	Unit Energy	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-UnitEnergy-040	Units and Cameras	Unit Energy	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-UnitEnergy-041	Units and Cameras	Unit Energy	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-UnitEnergy-042	Units and Cameras	Unit Energy	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-UnitEnergy-043	Units and Cameras	Unit Energy	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-UnitEnergy-044	Units and Cameras	Unit Energy	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-WarningsforLowFuelInverterShutdown - VisualWarning-121	Trailer and Signage	Warnings for Low Fuel Inverter Shutdown - Audible Warning	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-WarningsforLowFuelInverterShutdown - VisualWarning-122	Trailer and Signage	Warnings for Low Fuel Inverter Shutdown - Audible Warning	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-WarningsforLowFuelInverterShutdown - VisualWarning-123	Trailer and Signage	Warnings for Low Fuel Inverter Shutdown - Audible Warning	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-WarningsforLowFuelInverterShutdown - VisualWarning-124	Trailer and Signage	Warnings for Low Fuel Inverter Shutdown - Audible Warning	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-WarningsforLowFuelInverterShutdown - VisualWarning-125	Trailer and Signage	Warnings for Low Fuel Inverter Shutdown - Audible Warning	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-WarningsforLowFuelInverterShutdown - VisualWarning-115	Trailer and Signage	Warnings for Low Fuel Inverter Shutdown - Visual Warning	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-WarningsforLowFuelInverterShutdown - VisualWarning-116	Trailer and Signage	Warnings for Low Fuel Inverter Shutdown - Visual Warning	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-WarningsforLowFuelInverterShutdown - VisualWarning-117	Trailer and Signage	Warnings for Low Fuel Inverter Shutdown - Visual Warning	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-WarningsforLowFuelInverterShutdown - VisualWarning-118	Trailer and Signage	Warnings for Low Fuel Inverter Shutdown - Visual Warning	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-WarningsforLowFuelInverterShutdown - VisualWarning-119	Trailer and Signage	Warnings for Low Fuel Inverter Shutdown - Visual Warning	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
