leaf_id	test_set	layer3	src_ref	writable	blocker_class	blocker_detail	value_source	dr_id	vcvm_not_clear	disagree
SWE1-VC-AutomaticTrailerLight Check-043	Trailer and Signage	Automatic Trailer Light Check	SYS-RA-VF230_V1-2451	W0			Trailer_Light_Check=2-DBC		1	0
SWE1-VC-Blind Spot with Trailer Detection-045	Trailer and Signage	Blind Spot with Trailer Detection	SYS-RA-VF230_V1-2465	W1		PROXI 參數之值域無來源：Blindspot_Trailer_Detection	PROXI:Blindspot_Trailer_Detection=PENDING	DR-34	1	0
SWE1-VC-Blind Spot with Trailer Detection-046	Trailer and Signage	Blind Spot with Trailer Detection	SYS-RA-VF230_V1-2466	W1		PROXI 參數之值域無來源：Blindspot_Trailer_Detection	PROXI:Blindspot_Trailer_Detection=PENDING	DR-34	1	0
SWE1-VC-Blind Spot with Trailer Detection-047	Trailer and Signage	Blind Spot with Trailer Detection	SYS-RA-VF230_V1-2467	W0			Trailer_detection_blind_spot_Req=2-DBC		0	0
SWE1-VC-Blind Spot with Trailer Detection-048	Trailer and Signage	Blind Spot with Trailer Detection	SYS-RA-VF230_V1-2468	W0			Trailer_detection_blind_spot_Req=2-DBC		0	0
SWE1-VC-Blind Spot with Trailer Detection-049	Trailer and Signage	Blind Spot with Trailer Detection	SYS-RA-VF230_V1-2469	W0			Trailer_detection_blind_spot=2-DBC		1	0
SWE1-VC-PowerSideStep-051	Trailer and Signage	Power Side Step	SYS-RA-VF230_V1-2471	W0					1	0
SWE1-VC-PowerSideStep-052	Trailer and Signage	Power Side Step	SYS-RA-VF230_V1-2472	W0					1	0
SWE1-VC-PowerSideStep-053	Trailer and Signage	Power Side Step	SYS-RA-VF230_V1-2473	W0			Power_Side_Step_Req=2-DBC		0	0
SWE1-VC-PowerSideStep-054	Trailer and Signage	Power Side Step	SYS-RA-VF230_V1-2474	W0			Power_Side_Step_Req=2-DBC		0	0
SWE1-VC-PowerSideStep-055	Trailer and Signage	Power Side Step	SYS-RA-VF230_V1-2475	W0			Power_Side_Step=2-DBC		1	0
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-057	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	SYS-RA-VF230_V1-2477	W0					1	0
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-058	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	SYS-RA-VF230_V1-2478	W0					1	0
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-059	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	SYS-RA-VF230_V1-2479	W0					0	0
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-060	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	SYS-RA-VF230_V1-2480	W0			TSI_Offset_Mph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-061	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	SYS-RA-VF230_V1-2481	W0			TSI_Offset_Mph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-062	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	SYS-RA-VF230_V1-2482	W0			TSI_Offset_Mph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-063	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	SYS-RA-VF230_V1-2483	W0			TSI_Offset_Mph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-064	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	SYS-RA-VF230_V1-2484	W0			TSI_Offset_Mph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-065	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	SYS-RA-VF230_V1-2485	W0			TSI_Offset_Mph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-066	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	SYS-RA-VF230_V1-2486	W0			TSI_Offset_Mph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-067	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	SYS-RA-VF230_V1-2487	W0			TSI_Offset_Mph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-068	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	SYS-RA-VF230_V1-2488	W0			TSI_Offset_Mph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-069	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	SYS-RA-VF230_V1-2489	W0			TSI_Offset_Mph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-070	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	SYS-RA-VF230_V1-2490	W0			TSI_Offset_Mph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-071	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	SYS-RA-VF230_V1-2491	W0			TSI_Offset_Mph=2-DBC		1	0
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-072	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	SYS-RA-VF230_V1-2492	W0					0	0
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-073	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	SYS-RA-VF230_V1-2493	W0			TSI_Offset_Kph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-074	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	SYS-RA-VF230_V1-2494	W0			TSI_Offset_Kph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-075	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	SYS-RA-VF230_V1-2495	W0			TSI_Offset_Kph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-076	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	SYS-RA-VF230_V1-2496	W0			TSI_Offset_Kph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-077	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	SYS-RA-VF230_V1-2497	W0			TSI_Offset_Kph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-078	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	SYS-RA-VF230_V1-2498	W0			TSI_Offset_Kph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-079	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	SYS-RA-VF230_V1-2499	W0			TSI_Offset_Kph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-080	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	SYS-RA-VF230_V1-2500	W0			TSI_Offset_Kph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-081	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	SYS-RA-VF230_V1-2501	W0			TSI_Offset_Kph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-082	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	SYS-RA-VF230_V1-2502	W0			TSI_Offset_Kph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-083	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	SYS-RA-VF230_V1-2503	W0			TSI_Offset_Kph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-084	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	SYS-RA-VF230_V1-2504	W0			TSI_Offset_Kph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-085	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	SYS-RA-VF230_V1-2505	W0			TSI_Offset_Kph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-086	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	SYS-RA-VF230_V1-2506	W0			TSI_Offset_Kph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-087	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	SYS-RA-VF230_V1-2507	W0			TSI_Offset_Kph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-088	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	SYS-RA-VF230_V1-2508	W0			TSI_Offset_Kph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-089	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	SYS-RA-VF230_V1-2509	W0			TSI_Offset_Kph=2-DBC		1	0
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-091	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	SYS-RA-VF230_V1-2511	W0					1	0
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-092	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	SYS-RA-VF230_V1-2512	W0					1	0
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-093	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	SYS-RA-VF230_V1-2513	W0					0	0
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-094	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	SYS-RA-VF230_V1-2514	W0			TSI_Offset_Mph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-095	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	SYS-RA-VF230_V1-2515	W0			TSI_Offset_Mph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-096	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	SYS-RA-VF230_V1-2516	W0			TSI_Offset_Mph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-097	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	SYS-RA-VF230_V1-2517	W0			TSI_Offset_Mph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-098	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	SYS-RA-VF230_V1-2518	W0			TSI_Offset_Mph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-099	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	SYS-RA-VF230_V1-2519	W0			TSI_Offset_Mph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-100	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	SYS-RA-VF230_V1-2520	W0			TSI_Offset_Mph=2-DBC		1	0
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-101	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	SYS-RA-VF230_V1-2521	W0					0	0
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-102	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	SYS-RA-VF230_V1-2522	W0			TSI_Offset_Kph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-103	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	SYS-RA-VF230_V1-2523	W0			TSI_Offset_Kph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-104	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	SYS-RA-VF230_V1-2524	W0			TSI_Offset_Kph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-105	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	SYS-RA-VF230_V1-2525	W0			TSI_Offset_Kph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-106	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	SYS-RA-VF230_V1-2526	W0			TSI_Offset_Kph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-107	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	SYS-RA-VF230_V1-2527	W0			TSI_Offset_Kph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-108	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	SYS-RA-VF230_V1-2528	W0			TSI_Offset_Kph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-109	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	SYS-RA-VF230_V1-2529	W0			TSI_Offset_Kph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-110	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	SYS-RA-VF230_V1-2530	W0			TSI_Offset_Kph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-111	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	SYS-RA-VF230_V1-2531	W0			TSI_Offset_Kph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-112	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	SYS-RA-VF230_V1-2532	W0			TSI_Offset_Kph_Req=2-DBC		0	0
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-113	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	SYS-RA-VF230_V1-2533	W0			TSI_Offset_Kph=2-DBC		1	0
SWE1-VC-WarningsforLowFuelInverterShutdown - VisualWarning-115	Trailer and Signage	Warnings for Low Fuel Inverter Shutdown - Visual Warning	SYS-RA-VF230_V1-1119	W1		PROXI 參數之值域無來源：INVM_LIN_Module	PROXI:INVM_LIN_Module=PENDING	DR-34	1	0
SWE1-VC-WarningsforLowFuelInverterShutdown - VisualWarning-116	Trailer and Signage	Warnings for Low Fuel Inverter Shutdown - Visual Warning	SYS-RA-VF230_V1-1120	W1		PROXI 參數之值域無來源：INVM_LIN_Module	PROXI:INVM_LIN_Module=PENDING	DR-34	1	0
SWE1-VC-WarningsforLowFuelInverterShutdown - VisualWarning-117	Trailer and Signage	Warnings for Low Fuel Inverter Shutdown - Visual Warning	SYS-RA-VF230_V1-1121	W0			WorksiteINVM_Visual_LFW_Req=2-DBC		0	0
SWE1-VC-WarningsforLowFuelInverterShutdown - VisualWarning-118	Trailer and Signage	Warnings for Low Fuel Inverter Shutdown - Visual Warning	SYS-RA-VF230_V1-1122	W0			WorksiteINVM_Visual_LFW_Req=2-DBC		0	0
SWE1-VC-WarningsforLowFuelInverterShutdown - VisualWarning-119	Trailer and Signage	Warnings for Low Fuel Inverter Shutdown - Visual Warning	SYS-RA-VF230_V1-1123	W0			WorksiteINVM_Visual_LFW=2-DBC		1	0
SWE1-VC-WarningsforLowFuelInverterShutdown - VisualWarning-121	Trailer and Signage	Warnings for Low Fuel Inverter Shutdown - Audible Warning	SYS-RA-VF230_V1-1125	W1		PROXI 參數之值域無來源：INVM_LIN_Module	PROXI:INVM_LIN_Module=PENDING	DR-34	1	0
SWE1-VC-WarningsforLowFuelInverterShutdown - VisualWarning-122	Trailer and Signage	Warnings for Low Fuel Inverter Shutdown - Audible Warning	SYS-RA-VF230_V1-1126	W1		PROXI 參數之值域無來源：INVM_LIN_Module	PROXI:INVM_LIN_Module=PENDING	DR-34	1	0
SWE1-VC-WarningsforLowFuelInverterShutdown - VisualWarning-123	Trailer and Signage	Warnings for Low Fuel Inverter Shutdown - Audible Warning	SYS-RA-VF230_V1-1127	W0			WorksiteINVM_Audible_LFW_Req=2-DBC		0	0
SWE1-VC-WarningsforLowFuelInverterShutdown - VisualWarning-124	Trailer and Signage	Warnings for Low Fuel Inverter Shutdown - Audible Warning	SYS-RA-VF230_V1-1128	W0			WorksiteINVM_Audible_LFW_Req=2-DBC		0	0
SWE1-VC-WarningsforLowFuelInverterShutdown - VisualWarning-125	Trailer and Signage	Warnings for Low Fuel Inverter Shutdown - Audible Warning	SYS-RA-VF230_V1-1129	W0			WorksiteINVM_Audible_LFW=2-DBC		1	0
SWE1-VC-EnhancedDisplaySynchronization-127	Trailer and Signage	Enhanced Display Synchronization	SYS-RA-VF230_V1-1131	W0					1	0
SWE1-VC-EnhancedDisplaySynchronization-128	Trailer and Signage	Enhanced Display Synchronization	SYS-RA-VF230_V1-1132	W0					1	0
SWE1-VC-EnhancedDisplaySynchronization-129	Trailer and Signage	Enhanced Display Synchronization	SYS-RA-VF230_V1-1133	W0			Display_Synch_Req=2-DBC		0	0
SWE1-VC-EnhancedDisplaySynchronization-130	Trailer and Signage	Enhanced Display Synchronization	SYS-RA-VF230_V1-1134	W0			Display_Synch_Req=2-DBC		0	0
SWE1-VC-EnhancedDisplaySynchronization-131	Trailer and Signage	Enhanced Display Synchronization	SYS-RA-VF230_V1-1135	W0			Display_Synch=2-DBC		1	0
SWE1-VC-EnhancedDisplaySynchronization-132	Trailer and Signage	Enhanced Display Synchronization	SYS-RA-VF230_V1-1136	W0			Display_Synch=2-DBC		0	0
SWE1-VC-CHMSL CAMERA DYNAMIC CENTERLINE-134	Trailer and Signage	CHMSL CAMERA DYNAMIC CENTERLINE	SYS-RA-VF230_V1-1138	W1		PROXI 參數之值域無來源：Digital_CHMSL_Camera_Prsnt	PROXI:Digital_CHMSL_Camera_Prsnt=PENDING	DR-34	0	0
SWE1-VC-CHMSL CAMERA DYNAMIC CENTERLINE-135	Trailer and Signage	CHMSL CAMERA DYNAMIC CENTERLINE	SYS-RA-VF230_V1-1139	W1		PROXI 參數之值域無來源：Digital_CHMSL_Camera_Prsnt	PROXI:Digital_CHMSL_Camera_Prsnt=PENDING	DR-34	0	0
SWE1-VC-CHMSL CAMERA DYNAMIC CENTERLINE-136	Trailer and Signage	CHMSL CAMERA DYNAMIC CENTERLINE	SYS-RA-VF230_V1-1140	W2	B5-signal-absent	斷言目標訊號不存在於基線 DBC 且無逐字來源（L-VS2 FAIL）			0	0
SWE1-VC-CHMSL CAMERA DYNAMIC CENTERLINE-137	Trailer and Signage	CHMSL CAMERA DYNAMIC CENTERLINE	SYS-RA-VF230_V1-1141	W2	B5-signal-absent	斷言目標訊號不存在於基線 DBC 且無逐字來源（L-VS2 FAIL）			0	0
SWE1-VC-CHMSL CAMERA DYNAMIC CENTERLINE-138	Trailer and Signage	CHMSL CAMERA DYNAMIC CENTERLINE	SYS-RA-VF230_V1-1142	W2	B5-signal-absent	斷言目標訊號不存在於基線 DBC 且無逐字來源（L-VS2 FAIL）			0	0
SWE1-VC-MaxPowerLevel140	Trailer and Signage	Max Power Level	SYS-RA-VF230_V1-1144	W0					1	0
SWE1-VC-MaxPowerLevel141	Trailer and Signage	Max Power Level	SYS-RA-VF230_V1-1145	W0			SOC_Max_Lev_Req=2-DBC		0	0
SWE1-VC-MaxPowerLevel142	Trailer and Signage	Max Power Level	SYS-RA-VF230_V1-1146	W0			SOC_Max_Lev_Req=2-DBC		0	0
SWE1-VC-MaxPowerLevel143	Trailer and Signage	Max Power Level	SYS-RA-VF230_V1-1147	W0			SOC_Max_Lev=2-DBC		1	0
