tc_id	swe1_id	field	placeholder	dr_token	source_anchor	class
NR1L-DIAG-540	SWE1-Diagnostics-369	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939722	TOOL_RESOLVED
NR1L-DIAG-541	SWE1-Diagnostics-370	expected_result	<GPS signal data record>	DR-DIAG-5	CFTS004-4939721	TOOL_RESOLVED
NR1L-DIAG-543	SWE1-Diagnostics-371	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939721	TOOL_RESOLVED
NR1L-DIAG-544	SWE1-Diagnostics-372	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939721	TOOL_RESOLVED
NR1L-DIAG-544	SWE1-Diagnostics-372	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939721	TOOL_RESOLVED
NR1L-DIAG-545	SWE1-Diagnostics-373	expected_result	<GPS signal data record>	DR-DIAG-5	CFTS004-4939725	TOOL_RESOLVED
NR1L-DIAG-547	SWE1-Diagnostics-374	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939725	TOOL_RESOLVED
NR1L-DIAG-548	SWE1-Diagnostics-375	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939725	TOOL_RESOLVED
NR1L-DIAG-548	SWE1-Diagnostics-375	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939725	TOOL_RESOLVED
NR1L-DIAG-549	SWE1-Diagnostics-376	expected_result	<GPS signal data record>	DR-DIAG-5	CFTS004-4939723	TOOL_RESOLVED
NR1L-DIAG-551	SWE1-Diagnostics-377	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939723	TOOL_RESOLVED
NR1L-DIAG-552	SWE1-Diagnostics-378	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939723	TOOL_RESOLVED
NR1L-DIAG-552	SWE1-Diagnostics-378	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939723	TOOL_RESOLVED
NR1L-DIAG-553	SWE1-Diagnostics-379	expected_result	<GPS signal data record>	DR-DIAG-5	CFTS004-4939726	TOOL_RESOLVED
NR1L-DIAG-555	SWE1-Diagnostics-380	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939726	TOOL_RESOLVED
NR1L-DIAG-556	SWE1-Diagnostics-381	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939726	TOOL_RESOLVED
NR1L-DIAG-556	SWE1-Diagnostics-381	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939726	TOOL_RESOLVED
NR1L-DIAG-557	SWE1-Diagnostics-382	expected_result	<GPS signal data record>	DR-DIAG-5	CFTS004-4939715	TOOL_RESOLVED
NR1L-DIAG-558	SWE1-Diagnostics-383	expected_result	<test pattern byte>	DR-DIAG-5	CFTS004-4939625	TOOL_RESOLVED
NR1L-DIAG-558	SWE1-Diagnostics-383	test_procedure	<test pattern byte>	DR-DIAG-5	CFTS004-4939625	TOOL_RESOLVED
NR1L-DIAG-561	SWE1-Diagnostics-385	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939626	TOOL_RESOLVED
NR1L-DIAG-561	SWE1-Diagnostics-385	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939626	TOOL_RESOLVED
NR1L-DIAG-562	SWE1-Diagnostics-386	expected_result	<steering wheel button status record>	DR-DIAG-5	CFTS004-4939650	TOOL_RESOLVED
NR1L-DIAG-564	SWE1-Diagnostics-387	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939650	TOOL_RESOLVED
NR1L-DIAG-565	SWE1-Diagnostics-388	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939650	TOOL_RESOLVED
NR1L-DIAG-565	SWE1-Diagnostics-388	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939650	TOOL_RESOLVED
