para_idx	text
1397	IF “CAN Node 35 (TBM)”   PROXI parameter is equal to "Absent"
1398	THEN TLM shall not manage "TELEMATIC_SERVICE_SETUP.RestoreAppReq" and "SERVICE_SETUP.RestoreApp"  BH-CAN signals.
1399	IF “CAN Node 35 (TBM)”   PROXI parameter is equal to "Present" 
1400	THEN TLM shall manage the Restore App  feature and the user can perform the service setup reset.
1401	IF the user performs "RestoreApp_Enable.Req"  request 
1402	TLM shall only send "TELEMATIC_SERVICE_SETUP.RestoreAppReq"   BH-CAN signal equal to "Active" to TBM
1403	
1404	Headlamps On with Wipers On
1405	IF"Headlamp_On_With_Wiper" PROXI parameter's value is "Absent"
1406	THENTLM shall not display the Headlamp On With Wiper On menu item.
1407	IF"Headlamp_On_With_Wiper" PROXI parameter's value is "Present"
1408	THENTLM shall display the Headlamp On With Wiper On menu item and allow the user to change settings.
1409	IFthe user sets "HeadlampOnWithWiperEnable.Req" internal signal to "On"
1410	THENTLM shall set "TELEMATIC_VEHICLE_SETUP4.HeadlampOnWithWiperEnable_Req" BH-CAN signal to "On" and send it to IPC
1411	IFthe user sets "HeadlampOnWithWiperEnable.Req" internal signal to "Off"
1412	THENTLM shall set "TELEMATIC_VEHICLE_SETUP4.HeadlampOnWithWiperEnable_Req" BH-CAN signal to "Off" and send it to IPC
1413	WHEN TLM receives "IPC_VEHICLE_SETUP4.HeadlampOnWithWiperEnable" message
1414	THEN TLM updates the  Headlamp On With Wiper On menu on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
1415	Vehicle setup management between IPC and TLM
1416	IFTLM sends a request of vehicle setup to IPC through "TELEMATIC_VEHICLE_SETUPx" message
1417	THENTLM has to wait for the "Acnowledge" through "IPC_VEHICLE_SETUP.TelematicSetupACK" from IPC to confirm the corrected reception and storage of the settings requested 
1418	IFTLM  receives "IPC_VEHICLE_SETUP.TelematicSetupACK"equal to "No_ACK_Required" value.
1419	THENTLM has to ignore this signal
1420	IFTLM  receives "IPC_VEHICLE_SETUP.TelematicSetupACK"equal to "ACK_KO" value.
1421	THENTLM has to visualize a message related to the failure (see HMI document).
1422	IFTLM receives "IPC_VEHICLE_SETUP.TelematicSetupACK"equal to "ACK_OK" value.
1423	THENTLM has to visualize the new parameters transmitted by IPC ("IPC_VEHICLE_SETUP" message).
1424	Gateway management
1425	BCM shall perform the gateway from C-CAN1 to BH-CAN network of the following signal:
1426	"BRAKE1.VehicleSpeedVSOSig" to "STATUS_CCAN3.VehicleSpeedVSOSig"
1427	"BRAKE1.VehicleSpeedVSOSigFailSts" to "STATUS_CCAN3.VehicleSpeedVSOSigFailSts"
1428	TBM Service setup management
1429	TBM Algorithm Requirements
1430	At the first battery connection the TBM shall set all CAN and internal signals value according to the default value indicated in the "Market Configuration Table" document.
1431	In the following Ignition Working Conditions:
1432	Ignition Off
1433	Ignition On
1434	Ignition Start
1435	Ignition On Prplsn On
1436	The TBM has to follow the requirements below:
1437	Geolocation
1438	IF “Geolocation_Menu”   PROXI parameter is equal to "Absent"
1439	THENTBM shall not manage the Privacy Mode menu item and the user can not perform any setting.
1440	IF “Geolocation_Menu”   PROXI parameter is equal to "Present" THEN 
1441	
1442	IF the user sets "AppPrivacyMode_Enable.Req"  equal to "Off" by App menu OR TBM receives "TELEMATIC_SERVICE_SETUP.PrivacyModeReq" equals to "Not Active" 
1443	THEN TBM shall 
1444	
1445	set "SERVICE_SETUP.PrivacyMode"   BH-CAN signal equal to "Not Active" .
1446	set "PrivacyMode.Info"   internal signal equal to "Off"  (see CTS for comunication between TBM and Server App ).
1447	IF the user sets "AppPrivacyMode_Enable.Req"  equal to "On" by App menu OR TBM receives "TELEMATIC_SERVICE_SETUP.PrivacyModeReq" equals to "Active" 
1448	THEN TBM shall 
1449	
1450	set "SERVICE_SETUP.PrivacyMode"   BH-CAN signal equal to "Active" .
1451	set "PrivacyMode.Info"   internal signal equal to "On"   (see CTS for comunication between TBM and Server App ).
1452	Clear Personal Data
1453	IF the TBM receives "TELEMATIC_SERVICE_SETUP.ClearPersonalDataReq" equals to "Active" 
1454	THEN TBM shall 
1455	
1456	set "SERVICE_SETUP.ClearPersonalData" BH-CAN signal equal to "Active".
1457	set "ClearPersonalData.Info" internal signal equal to "Active".
1458	IF TBM receives "TELEMATIC_SERVICE_SETUP.ClearPersonalDataReq" equals to "Not Active" 
1459	THEN TBM shall 
1460	
1461	set "SERVICE_SETUP.ClearPersonalData"   BH-CAN signal equal to "Not Active".
1462	set "ClearPersonalData.Info" internal signal equals to "Not Active".
1463	Restore Default Setting
1464	IF the TBM receives "TELEMATIC_SERVICE_SETUP.RestoreDefaultSettimgReq" equals to "Active" 
1465	THEN TBM shall 
1466	
1467	set "SERVICE_SETUP"   BH-CAN signals and the relative internal signals equal to default values (as defined in the MCT).
1468	Restore App
1469	IF the TBM receives "TELEMATIC_SERVICE_SETUP.RestoreAppReq" equals to "Active" 
1470	THEN TBM shall 
1471	
1472	set  "SERVICE_SETUP.RestoreApp" BH-CAN signal equal to "Active".
1473	set "RestoreApp.Info" internal signal equal to "Active".
1474	IF the TBM receives "TELEMATIC_SERVICE_SETUP.RestoreAppReq" equals to "Not Active" 
1475	THEN TBM shall 
1476	
1477	set "SERVICE_SETUP.RestoreApp"   BH-CAN signal equal to "Not Active".
1478	set "RestoreApp.Info" internal signal equal to "Not Active".
1479	Vehicle service management between TBM and TLM
1480	IF TBM receives through "TELEMATIC_SERVICE_SETUP" CAN message the change request for the settings present on TLM setup menu and modified by the user 
1481	THEN TBM shall
1482	elaborate the new setting
1483	send "SERVICE_SETUP.TelematicSetupACK" acknowledge signal to the TLM to confirm the corrected reception and storage of the requested settings 
1484	send "SERVICE_SETUP" message with updated service setup settings and set corresponding signals
1485	manage "SERVICE_SETUP.TelematicSetupACK" acknowledge signal as follow:
1486	IF there are no setup changes request from TLM
1487	THEN TBM shall:
1488	set "SERVICE_SETUP.TelematicSetupACK" = "No_ACK_Required".
1489	IF TBM shall not accept the setup changes requested from TLM
1490	THEN TBM shall:
1491	set "SERVICE_SETUP.TelematicSetupACK" = "ACK_KO".
1492	not perform any changes.
1493	IF TBM shall accept the setup changes requested from TLM
1494	THEN TBM shall:
1495	set "SERVICE_SETUP.TelematicSetupACK" = "ACK_OK".
1496	keep "SERVICE_SETUP.TelematicSetupACK" = "ACK_OK" for "T_ACK" time
1497	set "SERVICE_SETUP.TelematicSetupACK" = "No_ACK_Required".
1498	store the new settings.
1499	IF TBM receives through internal  requests as settings present on App or internal logics (as specified in the CTS Document)
1500	THEN TBM shall
1501	elaborate the new setting
1502	send "SERVICE_SETUP.TelematicSetupACK" acknowledge signal to the TLM to confirm the corrected storage of the requested settings 
1503	send "SERVICE_SETUP" message with updated service setup settings and set corresponding signals
1504	manage "SERVICE_SETUP.TelematicSetupACK" acknowledge signal as follow:
1505	IF there are no setup changes request
1506	THEN TBM shall:
1507	set "SERVICE_SETUP.TelematicSetupACK" = "No_ACK_Required".
1508	IF TBM not accept the setup changes requested
1509	THEN TBM shall:
1510	set "SERVICE_SETUP.TelematicSetupACK" = "ACK_KO".
1511	not perform any changes.
1512	IF TBM accept the setup changes requested
1513	THEN TBM shall:
1514	set "SERVICE_SETUP.TelematicSetupACK" = "ACK_OK".
1515	keep "SERVICE_SETUP.TelematicSetupACK" = "ACK_OK" for "T_ACK" time
1516	set "SERVICE_SETUP.TelematicSetupACK" = "No_ACK_Required".
1517	store the new settings.
1518	Indication Management
1519	N.A.
1520	Diagnosis and Recovery
1521	Diagnosis Table
1522	ID
1523	Component / Signal / Message Name
1524	Diagnosis Type
1525	
1526	Functional  Recovery
1527	DTC Stored
1528	Detect Condition
1529	Fault Signal
1530	1.0
1531	IPC_VEHICLE_SETUP
1532	Missing Message
1533	LTM
1534	LTM
1535	Ignition_On
1536	Ignition_On_Engine_On
1537	N.A.
1538	2.0
1539	LTM_OperationalModeSts.Info
1540	LTM_CmdIgnSts.Info
1541	Plausibility
1542	LTM
1543	N.A.
1544	Ignition_On
1545	Ignition_Start
1546	Ignition_On_Engine_On
1547	N.A.
1548	3.0
1549	IPC_VEHICLE_SETUP2
1550	Missing Message
1551	N.A.
1552	LTM
1553	Ignition_On
1554	Ignition_On_Engine_On
1555	N.A.
1556	4.0
1557	STATUS_CCAN3
1558	Missing Message
1559	N.A.
1560	LTM
1561	Ignition_On
1562	Ignition_On_Engine_On
1563	N.A.
1564	6.0
1565	SERVICE_SETUP
1566	Missing Message
1567	LTM
1568	LTM
1569	Ignition_Off
1570	Ignition_On
1571	Ignition_On_Engine_On
1572	N.A.
1573	
1574	Diagnosis Table and Recovery Description
1575	In case of systems equipped with diagnosis capabilities, the supplier developed functions shall be compliant with the company standards.
1576	Following requirements have to be considered as sub-set diagnosis requirements (usually correlated to the system functionality). 
1577	Any other specific diagnosis requirement is included in the “Finalized Diagnosis Requirements” document for the system itself.
1578	TLM Diagnosis Table and Recovery Description
1579	ID 1.0 Description
1580	In case absence of  IPC_VEHICLE_SETUP  B-CAN message in Key On, TLM has to store an appropriate DTC in according to validation requirements defined in the CDD document.
1581	IFTLM doesn't receive "IPC_VEHICLE_SETUP.TelematicSetupACK" within "TimeOut1" 
1582	THENTLM has to resend the new vehicle setup request (This logic must be implemented for a max of three times after  TLM has to visualize a message to the user about the failure of request )
1583	ID 2.0 Description
1584	In the following Ignition Working Conditions:
1585	Ignition_On
1586	Ignition_Start
1587	Ignition_On_Engine_On
1588	WHEN "LTM_OperationalModeSts.Info" == "SNA" 
1589	THEN 
1590	LTM   shall:
1591	keep the last valid  value that has been recognized.
1592	ID 3.0 Description
1593	In "Ignition On" OR "Ignition On Engine On" Ignition Working Condition 
1594	IF TLM does not receive messages IPC_VEHICLE_SETUP2 for a time equal to T_REC_IPC
1595	THEN TLM shall:
1596	set the DTC, according to "TLM Diagnostic Requirement" document.
1597	As soon as TLM receives again IPC_VEHICLE_SETUP2 message, 
1598	TLM shall:
1599	heal the DTC, according to the requirements specified in the "TLM Diagnostic Requirement" document.
1600	ID 4.0 Description
1601	In "Ignition On" OR "Ignition On Engine On" Ignition Working Condition 
1602	IF TLM does not receive messages STATUS_CCAN3 for a time equal to T_REC_BCM
1603	THEN TLM shall:
1604	set the DTC, according to "TLM Diagnostic Requirement" document.
1605	As soon as TLM receives again STATUS_CCAN3 message, 
1606	TLM shall:
1607	heal the DTC, according to the requirements specified in the "TLM Diagnostic Requirement" document.
1608	ID 6.0 Description
1609	In the following Ignition Working Condition:
1610	"Ignition Off" 
1611	"Ignition On" 
1612	"Ignition On Engine On"  
1613	IF TLM does not receive the SERVICE_SETUP message for a time equal to T_REC_TBM AND IF CAN Node 35 (TBM) PROXI Parameter is equals to "Present" AND FOTA_State.Info internal signal is equal to "NO_FOTA_State"
1614	THEN 
1615	TLM shall set the DTC, according to "TLM Diagnostic Requirement" document.
1616	IFTLM doesn't receive "SERVICE_SETUP.TelematicSetupACK" within "TimeOut1" THEN TLM has to resend the new vehicle setup request (This logic must be implemented for a max of three times after  TLM has to visualize a message to the user about the failure of request )
1617	As soon as TLM receives again SERVICE_SETUP message, 
1618	TLM shall:
1619	heal the DTC, according to the requirements specified in the "TLM Diagnostic Requirement" document.
1620	Diagnostic Requirements
1621	N.A.
1622	Configuration Parameters
1623	Configuration Parameters Table
1624	ID
1625	Parameter Name
1626	First Trial Value
1627	Range Value
1628	Resolution
1629	Unit
1630	Component
1631	Implementation
1632	XCP Availability
1633	Impact
1634	Parameter Description 
1635	
1636	9
1637	TimeOut1
1638	1
1639	[0;10]
1640	0,1
1641	sec
1642	LTM
1643	DEFINE
1644	No
1645	Diagnosis
1646	Waiting Time of ACK from IPC
1647	36
1648	T_EPB_MM
1649	35000
1650	[0;50000]
1651	200
1652	ms
1653	LTM
1654	DEFINE
1655	No
1656	N.A.
1657	Waiting Time of feedback  from IPC for EPB setting
1658	
1659	37
1660	V_Car_Moving
1661	4
1662	[0;7]
1663	0,5
1664	km/h
1665	LTM
1666	DEFINE
1667	No
1668	N.A.
1669	Speed threshold for car moving
1670	48
1671	T_REC_IPC
1672	5000
1673	[0;10000]
1674	500
1675	ms
1676	LTM
1677	SUPPLIER EOL_2
1678	No
1679	Diagnosis
1680	
1681	See ID Description
1682	49
1683	T_REC_BCM
1684	1000
1685	[0;2000]
1686	100
1687	ms
1688	LTM
1689	SUPPLIER EOL_2
1690	No
1691	Diagnosis
1692	See ID Description
1693	54
1694	T_REC_TBM
1695	2500
1696	[0;10000]
1697	
1698	500
1699	ms
1700	LTM
1701	SUPPLIER EOL_2
1702	No
1703	Diagnosis
1704	See ID Description
1705	55
1706	T_ACK
1707	2000
1708	[0;10000]
1709	100
1710	ms
1711	TBM
1712	SUPPLIER EOL_2
1713	No
1714	NA
1715	See ID Description
1716	
1717	The symbol "**" means: "See column Parameter Description".
1718	Wake Up Stay Active
1719	Wake Up and Stay Active Event Table
1720	ID
1721	Signal Name
1722	Event Type
1723	Component Awoken / Waking up
1724	Wake up Type
1725	Waking Up Functionality
1726	
1727	N.A.
1728	N.A.
1729	N.A.
1730	N.A.
1731	N.A.
1732	
1733	Wake Up and Stay Active Event Table Description
1734	N.A.
1735	Acronyms and Glossary
1736	TLM = Telematic Module. This Acronym refers to the RRM/LTM/ETM/HTM nodes
1737	MCT= Market Configuration Table
1738	Reference Documents
1739	MCT
1740	CFTS_14
1741	CTS TAN
1742	CTS TBM_Admin_Serv_Mgmt_Specs
1743	
